nra,anio,cantidad_reportes
PEP103013119,2020,1
PEP103013119,2021,1
PEP103013119,2022,1
PEP10301311A,2005,1
PEP10301311A,2006,1
PEP10301311A,2007,1
PEP10301311A,2008,1
PEP10301311A,2009,1
PEP10301311A,2010,1
PEP10301311A,2011,1
PEP10301311A,2012,1
PEP10301311A,2013,1
PEP10301311A,2014,1
PEP10301311A,2015,1
PEP10301311A,2016,1
PEP10301311A,2017,1
PEP10301311B,2004,1
PEP10301311B,2005,1
PEP10301311B,2007,1
PEP10301311B,2008,1
PEP10301311B,2009,1
PEP10301311B,2010,1
PEP10301311B,2011,1
PEP10301311B,2012,1
PEP10301311B,2013,1
PEP10301311B,2014,1
PEP10301311B,2015,1
PEP10301311B,2016,1
PEP10301311B,2017,1
PEP10301311F,2004,1
PEP10301311F,2005,1
PEP10301311F,2007,1
PEP10301311F,2008,1
PEP10301311F,2009,1
PEP10301311F,2010,1
PEP10301311F,2011,1
PEP10301311F,2012,1
PEP10301311F,2013,1
PEP10301311F,2014,1
PEP10301311F,2015,1
PEP10301311F,2016,1
PEP10301311F,2017,1
PEP10301311G,2007,1
PEP10301311G,2009,1
PEP10301311G,2010,1
PEP10301311G,2011,1
PEP10301311G,2012,1
PEP10301311G,2013,1
PEP10301311G,2014,1
PEP10301311G,2015,1
PEP10301311G,2016,1
PEP10301311G,2017,1
PEP10301311H,2005,1
PEP10301311I,2007,1
PEP10301311I,2008,1
PEP10301311I,2009,1
PEP10301311I,2010,1
PEP10301311I,2011,1
PEP10301311I,2012,1
PEP10301311I,2013,1
PEP10301311I,2014,1
PEP10301311I,2015,1
PEP10301311I,2016,1
PEP10301311I,2017,1
PEP10301311I,2018,1
PEP10301311I,2019,1
PEP103018112,2004,1
PEP103018112,2005,1
PEP103018112,2006,1
PEP103018112,2008,1
PEP103018112,2009,1
PEP103018112,2010,1
PEP103018112,2011,1
PEP103018112,2012,1
PEP103018112,2013,1
PEP103018112,2014,1
PEP103018112,2015,1
PEP103018112,2016,1
PEP103018112,2017,1
PEP103018112,2018,1
PEP103018112,2019,1
PEP103018112,2020,1
PEP103018112,2021,1
PEP103019318,2006,1
PEP103020413,2014,1
PEP103020414,2009,1
PEP103020414,2011,1
PEP103020414,2013,1
PEP103020414,2015,1
PEP103020414,2016,1
PEP103020414,2018,1
PEP103020414,2019,1
PEP103020414,2020,1
PEP103020414,2021,1
PEP103020414,2022,1
PEP192803211,2004,1
PEP192803211,2005,1
PEP192803211,2006,1
PEP2700200006,2013,1
PEP2700200006,2018,1
PEP2700200006,2019,1
PEP2700200006,2020,1
PEP2700200006,2021,1
PEP2700200006,2022,1
PEP2700200012,2013,1
PEP2700200012,2014,1
PEP2700200012,2015,1
PEP2700200012,2016,1
PEP2700200012,2017,1
PEP2700200012,2018,1
PEP2700200012,2019,1
PEP2700200012,2021,1
PEP2700200012,2022,1
PEP2700200069,2014,1
PEP2700400018,2018,1
PEP2700400018,2019,1
PEP2700401031,2021,1
PEP2700500008,2013,1
PEP2700500008,2018,1
PEP2700500049,2014,1
PEP2700500049,2016,1
PEP2700500049,2017,1
PEP2700500049,2018,1
PEP2700500053,2015,1
PEP2700500053,2016,1
PEP2700500053,2018,1
PEP2700600044,2018,1
PEP2700600044,2019,1
PEP2700600044,2020,1
PEP2700600044,2021,1
PEP2700600044,2022,1
PEP2700600075,2018,1
PEP2700600075,2019,1
PEP2700600075,2020,1
PEP2700600075,2021,1
PEP2700600075,2022,1
PEP2700800034,2018,1
PEP2700800034,2019,1
PEP2700800034,2020,1
PEP2700800034,2021,1
PEP2700800034,2022,1
PEP2700800035,2017,1
PEP2700800035,2018,1
PEP2700800035,2019,1
PEP2700800035,2020,1
PEP2700800035,2021,1
PEP2700800035,2022,1
PEP2700800052,2019,1
PEP2700800052,2020,1
PEP2700800052,2021,1
PEP2700800052,2022,1
PEP2700900018,2018,1
PEP2700900018,2019,1
PEP2700900018,2021,1
PEP2700900018,2022,1
PEP2701000001,2013,1
PEP2701000001,2015,1
PEP2701000001,2016,1
PEP2701000001,2018,1
PEP2701000001,2019,1
PEP2701000001,2020,1
PEP2701000001,2021,1
PEP2701000001,2022,1
PEP2701300010,2013,1
PEP2701300010,2014,1
PEP2701300010,2015,1
PEP2701300010,2016,1
PEP2701300010,2017,1
PEP2701300010,2018,1
PEP2701300010,2019,1
PEP2701300010,2020,1
PEP2701300010,2021,1
PEP2701300010,2022,1
PEP2701400047,2016,1
PEP2701400047,2017,1
PEP2701400047,2018,1
PEP2701400048,2014,1
PEP2701400048,2015,1
PEP2701400048,2016,1
PEP2701400048,2017,1
PEP2701400048,2018,1
PEP2701400048,2019,1
PEP2701400048,2020,1
PEP2701400048,2021,1
PEP2701400048,2022,1
PEP2701400049,2014,1
PEP2701400049,2015,1
PEP2701400049,2016,1
PEP2701400049,2017,1
PEP2701400049,2018,1
PEP2701400049,2019,1
PEP2701400049,2021,1
PEP2701400049,2022,1
PEP2701400054,2014,1
PEP2701400054,2015,1
PEP2701400064,2018,1
PEP2701400064,2019,1
PEP2800300083,2015,1
PEP2800300083,2016,1
PEP2800300083,2017,1
PEP2800300083,2019,1
PEP2800300083,2020,1
PEP2800300083,2021,1
PEP2800300083,2022,1
PEP3002800054,2014,1
PEP3002800054,2015,1
PEP3002800054,2016,1
PEP3002800054,2017,1
PEP3002800054,2018,1
PEP3002800054,2019,1
PEP3002800054,2020,1
PEP3002800054,2021,1
PEP3002800054,2022,1
PEP3002800055,2014,1
PEP3002800055,2015,1
PEP3002800055,2016,1
PEP3002800055,2017,1
PEP3002800055,2018,1
PEP3002800055,2019,1
PEP3002800056,2014,1
PEP3002800056,2015,1
PEP3002800056,2016,1
PEP3002800057,2014,1
PEP3002800057,2015,1
PEP3002800057,2016,1
PEP3002800057,2017,1
PEP3002800057,2018,1
PEP3002800057,2019,1
PEP3002800057,2020,1
PEP3002800057,2021,1
PEP3003400014,2018,1
PEP3003400014,2021,1
PEP3003400014,2022,1
PEP3003900030,2012,1
PEP3003900030,2013,1
PEP3005400002,2013,1
PEP3005400002,2014,1
PEP3005400002,2015,1
PEP3005400002,2016,1
PEP3005400002,2017,1
PEP3005400002,2018,1
PEP3005400002,2019,1
PEP3005400002,2020,1
PEP3005400002,2021,1
PEP3005400002,2022,1
PEP3006100004,2012,1
PEP3006100004,2013,1
PEP3006100004,2014,1
PEP3006100004,2015,1
PEP3006100004,2016,1
PEP3006100004,2018,1
PEP3008200003,2012,1
PEP3008200003,2013,1
PEP3011100001,2016,1
PEP3011100001,2018,1
PEP3011100001,2019,1
PEP3011100001,2020,1
PEP3011100001,2021,1
PEP3011100001,2022,1
PEP3011100002,2012,1
PEP3011100002,2013,1
PEP3011100002,2014,1
PEP3011100002,2015,1
PEP3011100002,2016,1
PEP3013100030,2014,1
PEP3013100030,2015,1
PEP3013100030,2016,1
PEP3013100030,2018,1
PEP3013100030,2019,1
PEP3013100030,2020,1
PEP3013100030,2021,1
PEP3013100041,2014,1
PEP3013100041,2015,1
PEP3013100041,2016,1
PEP3013100041,2017,1
PEP3013100041,2018,1
PEP3013100041,2019,1
PEP3013100041,2020,1
PEP3013100041,2021,1
PEP3013100041,2022,1
PEP3013100145,2018,1
PEP3013100145,2019,1
PEP3013100145,2021,1
PEP3013100145,2022,1
PEP3013100146,2018,1
PEP3013100146,2021,1
PEP3013100146,2022,1
PEP8Z0200411,2004,1
PEPEA2700431,2004,1
PEPEA3003911,2004,1
PEPEA3011111,2004,1
PEPK90040311,2005,1
PEPK90040311,2007,1
PEPK90400311,2007,1
PEPK90400311,2008,1
PEPK90400311,2009,1
PEPLQ0400311,2004,1
PEPLQ0400311,2005,1
PEPLQ0400311,2006,1
PEPLQ0400311,2007,1
PEPLQ0400311,2008,1
PEPLQ0400311,2009,1
PEPLQ0400312,2011,1
PEPLQ0400312,2012,1
PEPLQ0400312,2013,1
PEPLQ0400312,2014,1
PEPLQ0400312,2015,1
PEPLQ0400312,2016,1
PEPLQ0400312,2017,1
PEPLQ0400312,2018,1
PEPLQ0400312,2019,1
PEPLQ0400312,2020,1
PEPLQ0400312,2021,1
PEPLQ0400312,2022,1
PEPM90400311,2004,1
PEPM90400311,2005,1
PEPM90400312,2005,1
PEPM90704811,2004,1
PEPM90704811,2005,1
PEPM90704811,2006,1
PEPM90704811,2007,1
PEPM90704811,2008,1
PEPM90704811,2009,1
PEPM90704811,2010,1
PEPM90704811,2011,1
PEPM92803211,2009,1
PEPM92803211,2010,1
PEPM92803211,2011,1
PEPM92803211,2012,1
PEPM92803211,2013,1
PEPM92803211,2014,1
PEPM92803211,2015,1
PEPM92803211,2016,1
PEPM92803211,2017,1
PEPM92803211,2018,1
PEPM92803211,2019,1
PEPM92803211,2020,1
PEPM92803211,2021,1
PEPM92803211,2022,1
PEPM92803811,2008,1
PEPM92803811,2009,1
PEPM92803811,2010,1
PEPM92803811,2011,1
PEPM92803811,2012,1
PEPM92803811,2013,1
PEPM92803811,2014,1
PEPM92803811,2015,1
PEPM92803811,2016,1
PEPM92803811,2017,1
PEPM92803811,2018,1
PEPM92803811,2019,1
PEPM92803811,2020,1
PEPM92803811,2021,1
PEPM93003912,2005,1
PEPM93003912,2006,1
PEPM93003912,2007,1
PEPM93003912,2008,1
PEPM93003912,2009,1
PEPM93003912,2010,1
PEPM93003912,2011,1
PEPM93008212,2005,1
PEPM93008212,2006,1
PEPM93008212,2007,1
PEPM93008212,2008,1
PEPM93008212,2009,1
PEPM93008212,2010,1
PEPM93008212,2011,1
PEPM9301310C,2004,1
PEPM9301310D,2004,1
PEPM93013111,2004,1
PEPM93013111,2005,1
PEPM93013111,2007,1
PEPM93013111,2008,1
PEPM93013111,2009,1
PEPM93013111,2010,1
PEPM93013111,2011,1
PEPM93013111,2012,1
PEPM93013111,2013,1
PEPM93013111,2014,1
PEPM93013111,2016,1
PEPM93013111,2017,1
PEPM93013112,2005,1
PEPM93013112,2006,1
PEPM93013113,2006,1
PEPM93013114,2006,1
PEPM93013121,2004,1
PEPM93013121,2005,1
PEPM93013121,2006,1
PEPM93013121,2007,1
PEPM93013121,2008,1
PEPM93013121,2009,1
PEPM93013121,2010,1
PEPM93013121,2011,1
PEPM93013121,2012,1
PEPM93013121,2013,1
PEPM93013121,2014,1
PEPM93013122,2004,1
PEPM93013122,2005,1
PEPM93013122,2006,1
PEPM93013122,2007,1
PEPM93013122,2008,1
PEPM93013122,2009,1
PEPM93013122,2010,1
PEPM93013122,2011,1
PEPM93013122,2012,1
PEPM93013122,2013,1
PEPM93013122,2014,1
PEPM93013122,2015,1
PEPM93013122,2016,1
PEPM93013122,2017,1
PEPM93013122,2018,1
PEPM93013123,2004,1
PEPM93013123,2005,1
PEPM93013123,2006,1
PEPM93013123,2007,1
PEPM93013123,2008,1
PEPM93013123,2009,1
PEPM93013123,2010,1
PEPM93013123,2011,1
PEPM93013123,2012,1
PEPM93013123,2013,1
PEPM93013123,2014,1
PEPM93013123,2015,1
PEPM93013123,2016,1
PEPM93013123,2017,1
PEPM93017411,2010,1
PEPM93017411,2011,1
PEPM93017411,2012,1
PEPM93017411,2013,1
PEPM93017411,2014,1
PEPM93017411,2015,1
PEPM93017411,2016,1
PEPM93017411,2017,1
PEPM93017411,2018,1
PEPM93017411,2019,1
PEPM93017411,2020,1
PEPM93017411,2021,1
PEPM93017411,2022,1
PEPM93020711,2009,1
PEPM93020711,2010,1
PEPM93020711,2011,1
PEPM93020711,2012,1
PEPM93020711,2013,1
PEPMG0501821,2012,1
PEPMG0501821,2013,1
PEPMG3002811,2010,1
PEPMG3002811,2011,1
PEPMG3002811,2012,1
PEPMG3002811,2013,1
PEPMG3002811,2014,1
PEPMG3002811,2015,1
PEPMG3002811,2016,1
PEPMG3002811,2017,1
PEPMG3002811,2018,1
PEPMG3002811,2019,1
PEPMG3002811,2020,1
PEPMG3002811,2021,1
PEPMG3002811,2022,1
PEPMG3013111,2006,1
PEPMG3013111,2007,1
PEPMH0400311,2010,1
PEPMH0400311,2011,1
PEPMH0400311,2012,1
PEPMH0400311,2013,1
PEPMH0400311,2014,1
PEPMH0400311,2015,1
PEPMH0400311,2016,1
PEPMH0400311,2017,1
PEPMH0400311,2018,1
PEPMH0400311,2019,1
PEPMH0400311,2020,1
PEPMH0400311,2021,1
PEPMH0400311,2022,1
PEPMH0400312,2010,1
PEPMH0400312,2011,1
PEPMH0400312,2012,1
PEPMH0400312,2013,1
PEPMH0400312,2014,1
PEPMH0400312,2015,1
PEPMH0400312,2016,1
PEPMH0400312,2017,1
PEPMH0400312,2018,1
PEPMH0400312,2019,1
PEPMH0400312,2020,1
PEPMH0400312,2021,1
PEPMI0400211,2004,1
PEPMI0400211,2005,1
PEPMI0400211,2006,1
PEPMI0400211,2007,1
PEPMI0400211,2008,1
PEPMI0400211,2009,1
PEPMI0400311,2010,1
PEPMI0400311,2011,1
PEPMI0400311,2012,1
PEPMI0400311,2013,1
PEPMI0400311,2014,1
PEPMI0400311,2015,1
PEPMI0400311,2016,1
PEPMI0400311,2017,1
PEPMI0400311,2018,1
PEPMI0400312,2010,1
PEPMI0400312,2011,1
PEPMI0400312,2012,1
PEPMI0400312,2013,1
PEPMI0400312,2014,1
PEPMI0400312,2015,1
PEPMI0400312,2016,1
PEPMI0400312,2017,1
PEPMI0400312,2018,1
PEPMI0400312,2019,1
PEPMI0400312,2020,1
PEPMI0400312,2021,1
PEPMI0400312,2022,1
PEPMI0400313,2010,1
PEPMI0400313,2011,1
PEPMI0400313,2012,1
PEPMI0400313,2013,1
PEPMI0400313,2015,1
PEPMI0400313,2017,1
PEPMI0400313,2018,1
PEPMI2701211,2010,1
PEPMI2701211,2011,1
PEPMI2701211,2012,1
PEPMI2701211,2013,1
PEPMI2701211,2014,1
PEPMI2701211,2015,1
PEPMI2701211,2016,1
PEPMI2701211,2017,1
PEPMI2701211,2018,1
PEPMI2701211,2019,1
PEPN40400311,2005,1
PEPN40400311,2006,1
PEPN40400311,2007,1
PEPN40400311,2008,1
PEPN40400311,2009,1
PEPN40400312,2004,1
PEPN40400312,2005,1
PEPN40400312,2006,1
PEPN40400312,2007,1
PEPN40400312,2008,1
PEPN40400312,2009,1
PEPN42700211,2018,1
PEPN42700211,2019,1
PEPN42700211,2020,1
PEPN42700211,2021,1
PEPN42700211,2022,1
PEPN42701211,2004,1
PEPN42701211,2005,1
PEPN42701211,2006,1
PEPN42701211,2007,1
PEPN42701211,2008,1
PEPN42701211,2009,1
PEPND1505811,2005,1
PEPND1505811,2007,1
PEPND1505811,2008,1
PEPND1505811,2009,1
PEPND1505811,2010,1
PEPND1505811,2011,1
PEPND1505811,2012,1
PEPQX2700311,2004,1
PEPQX2700311,2005,1
PEPQX2700311,2006,1
PEPQX2700311,2007,1
PEPQX2700311,2008,1
PEPQX2700311,2009,1
PEPQX2700311,2010,1
PEPQX2700311,2011,1
PEPQX2700311,2012,1
PEPQX2700311,2013,1
PEPQX2700311,2014,1
PEPQX2700311,2015,1
PEPQX2700311,2016,1
PEPQX2700311,2017,1
PEPQX2700311,2018,1
PEPQX2700311,2019,1
PEPQX2700311,2020,1
PEPQX2700311,2021,1
PEPQX2700311,2022,1
PEPR90400317,2014,1
PEPR90400317,2015,1
PEPR93002811,2004,1
PEPR93002811,2005,1
PEPR93002811,2006,1
PEPR93002811,2008,1
PEPR93002811,2009,1
PEPR93002811,2010,1
PEPR93002811,2011,1
PEPR93002811,2012,1
PEPR93002811,2013,1
PEPR93002811,2014,1
PEPR93002811,2015,1
PEPR93002811,2016,1
PEPR93002811,2017,1
PEPR93002811,2018,1
PEPR93002811,2019,1
PEPR93002811,2020,1
PEPR93002811,2021,1
PEPR93002811,2022,1
PEPRB2800311,2005,1
PEPRB2800311,2007,1
PEPRB2800311,2008,1
PEPRB2800311,2009,1
PEPRB2800311,2010,1
PEPRB2800311,2011,1
PEPRB2800311,2012,1
PEPRB2800311,2013,1
PEPRB2800311,2016,1
PEPRB2800311,2017,1
PEPRB2800311,2018,1
PEPRB2800311,2019,1
PEPRB2800311,2020,1
PEPRB3002811,2009,1
PEPRB3002811,2010,1
PEPRB3002811,2011,1
PEPRB3002811,2012,1
PEPRB3002811,2013,1
PEPRB3002811,2014,1
PEPRB3002811,2015,1
PEPRB3002811,2016,1
PEPRB3002811,2017,1
PEPRB3002811,2018,1
PEPRB3002811,2019,1
PEPRB3002811,2020,1
PEPRB3002811,2021,1
PEPRB3002811,2022,1
PEPRB3003411,2005,1
PEPRB3003411,2006,1
PEPRB3003411,2007,1
PEPRB3003411,2008,1
PEPRB3003411,2009,1
PEPRB3003411,2010,1
PEPRB3003411,2011,1
PEPRB3003411,2012,1
PEPRB3003411,2013,1
PEPRB3003411,2014,1
PEPRB3003411,2015,1
PEPRB3003411,2016,1
PEPRB3003411,2017,1
PEPRB3003412,2010,1
PEPRB3003412,2011,1
PEPRB3003412,2012,1
PEPRB3003412,2013,1
PEPRB3003412,2014,1
PEPRB3003412,2015,1
PEPRB3003412,2016,1
PEPRB3003412,2017,1
PEPRB3003412,2018,1
PEPRB3003412,2019,1
PEPRB3003412,2020,1
PEPRB3003412,2021,1
PEPRB3003413,2006,1
PEPRB3003413,2010,1
PEPRB3003413,2011,1
PEPRB3003413,2012,1
PEPRB3003413,2013,1
PEPRB3003413,2014,1
PEPRB3003413,2015,1
PEPRB3003413,2016,1
PEPRB3003413,2017,1
PEPRB3003413,2018,1
PEPRB3003413,2019,1
PEPRB3003413,2020,1
PEPRB3003413,2021,1
PEPRB3003413,2022,1
PEPRB3003414,2006,1
PEPRB3003415,2006,1
PEPRB300341A,2004,1
PEPRB300341A,2005,1
PEPRB300341A,2006,1
PEPRB300341A,2007,1
PEPRB300341A,2008,1
PEPRB300341A,2009,1
PEPRB300341B,2004,1
PEPRB300341B,2005,1
PEPRB300341B,2007,1
PEPRB300341B,2008,1
PEPRB300341C,2004,1
PEPRB300341C,2005,1
PEPRB300341E,2004,1
PEPRB3004911,2004,1
PEPRB3004911,2005,1
PEPRB3004911,2006,1
PEPRB3004911,2008,1
PEPRB3004911,2009,1
PEPRB3004911,2010,1
PEPRB3004911,2011,1
PEPRB3004911,2012,1
PEPRB3004911,2013,1
PEPRC0706211,2005,1
PEPRC0706211,2006,1
PEPRC0706211,2007,1
PEPRC2700811,2005,1
PEPRC2700811,2006,1
PEPRC2700811,2007,1
PEPRC2700811,2008,1
PEPRC2700811,2009,1
PEPRC2700811,2010,1
PEPRC2700811,2011,1
PEPRC2700811,2012,1
PEPRC2700811,2013,1
PEPRC2700811,2014,1
PEPRC2700811,2015,1
PEPRC2700811,2016,1
PEPRC2700811,2018,1
PEPRC2700811,2019,1
PEPRC2700811,2020,1
PEPRC2700811,2021,1
PEPRC2700811,2022,1
PEPRC2700812,2004,1
PEPRC2700812,2005,1
PEPRC2700812,2006,1
PEPRC2700812,2007,1
PEPRC2700812,2008,1
PEPRC2700812,2009,1
PEPRC2700812,2010,1
PEPRC2700812,2011,1
PEPRC2700812,2012,1
PEPRC2700812,2013,1
PEPRC2700812,2014,1
PEPRC2700812,2015,1
PEPRC2700812,2016,1
PEPRC2700812,2018,1
PEPRC2700812,2019,1
PEPRC2700812,2020,1
PEPRC2700812,2021,1
PEPRC2700812,2022,1
PEPRC2700813,2004,1
PEPRC2700813,2005,1
PEPRC2700813,2006,1
PEPRC2700813,2007,1
PEPRC2700813,2008,1
PEPRC2700813,2009,1
PEPRC2700813,2010,1
PEPRC2700813,2011,1
PEPRC2700813,2012,1
PEPRC2700813,2013,1
PEPRC2700813,2014,1
PEPRC2700813,2015,1
PEPRC2700813,2016,1
PEPRC2700813,2018,1
PEPRC2700813,2019,1
PEPRC2701311,2004,1
PEPRC2701311,2005,1
PEPRC2701311,2006,1
PEPRC2701311,2007,1
PEPRC2701311,2008,1
PEPRC2701311,2009,1
PEPRC2701311,2010,1
PEPRC2701311,2011,1
PEPRC2701311,2012,1
PEPRC3020611,2005,1
PEPRC3020611,2006,1
PEPRC3020611,2007,1
PEPRC3020611,2008,1
PEPRC3020611,2009,1
PEPRC3020611,2010,1
PEPRC3020611,2011,1
PEPRD0707411,2004,1
PEPRD0707411,2005,1
PEPRD0707411,2006,1
PEPRD0707411,2007,1
PEPRD2701211,2005,1
PEPRD2701211,2006,1
PEPRD2701211,2007,1
PEPRD2701211,2008,1
PEPRD2701211,2009,1
PEPRD2701211,2010,1
PEPRD2701211,2011,1
PEPRD3011111,2004,1
PEPRD3011111,2005,1
PEPRD3011111,2006,1
PEPRD3011111,2007,1
PEPRD3011111,2008,1
PEPRD3011111,2009,1
PEPRD3011111,2010,1
PEPRD3011111,2011,1
PEQ1409700542,2022,1
PEQ5I1102711,2005,1
PEQ5I1102711,2006,1
PEQ5I1102711,2007,1
PEQ5I1102711,2008,1
PEQ5I1102711,2009,1
PEQ5I1102711,2010,1
PEQ5I1102711,2011,1
PER5Z1510411,2004,1
PER5Z1510411,2005,1
PER5Z1510411,2006,1
PER5Z1510411,2007,1
PER5Z1510411,2009,1
PER5Z1510411,2010,1
PER5Z1510411,2011,1
PER5Z1510411,2012,1
PER5Z1510411,2013,1
PER7J1903911,2004,1
PER7J1903911,2005,1
PER7J1903911,2006,1
PER7J1903911,2007,1
PER7J1903911,2008,1
PER7J1903911,2009,1
PER7J1903911,2011,1
PER7J1903911,2012,1
PER7J1903911,2013,1
PES1C1512111,2010,1
PES5T1501411,2005,1
PES5T1501411,2006,1
PES5T1501411,2007,1
PES5T1501411,2008,1
PES5T1501411,2009,1
PES5T1501411,2010,1
PES5T1501411,2011,1
PES5T1501411,2012,1
PES5T1501411,2013,1
PES5T1501411,2014,1
PES5T1501411,2015,1
PES5T1501411,2016,1
PES5T1501411,2017,1
PES5T1501411,2018,1
PES5T1501411,2019,1
PES5T1501411,2020,1
PES5T1501411,2021,1
PES5T1501411,2022,1
PES5X1306911,2006,1
PESLQ3013111,2004,1
PESLQ3013111,2005,1
PESS72201412,2010,1
PESS72201412,2011,1
PESS72201412,2012,1
PESS72201412,2013,1
PESS72201412,2014,1
PESS72201412,2015,1
PESS72201412,2016,1
PESS72201412,2017,1
PESS72201412,2018,1
PESS72201412,2019,1
PESS72201412,2022,1
PET0900200136,2019,1
PET0900200136,2020,1
PET1101700113,2014,1
PET1101700113,2015,1
PET1101700113,2016,1
PET1101700113,2017,1
PET1101700113,2018,1
PET1101700113,2019,1
PET1101700113,2020,1
PET1101700113,2021,1
PET1101700113,2022,1
PET2402800653,2018,1
PET2402800735,2020,1
PET2402800735,2021,1
PET2402800735,2022,1
PET3003900268,2016,1
PET3003900268,2017,1
PET3003900268,2018,1
PET3003900348,2019,1
PET3003900348,2021,1
PET5H1101711,2004,1
PET5H1101711,2005,1
PET5H1101711,2006,1
PET5H1101711,2007,1
PET5H1101711,2008,1
PET5H1101711,2009,1
PET5H1101711,2010,1
PET5H1101711,2011,1
PET5H1101711,2012,1
PET5H1101711,2013,1
PET5H2800311,2005,1
PET5H2800311,2006,1
PET5H2800311,2012,1
PET5H2800311,2013,1
PET5H2800311,2014,1
PET5H2800311,2015,1
PET5H2800311,2016,1
PET5H2800311,2017,1
PET5Q1512111,2004,1
PET5Q1512111,2005,1
PET5Q1512111,2007,1
PET5Q1512111,2008,1
PETLJ0900511,2011,1
PETLJ0900511,2013,1
PETM91409811,2005,1
PEU912802211,2005,1
PEW910200211,2005,1
PEW910200211,2006,1
PEW910200211,2008,1
PEX5E0901511,2007,1
PEZ1W2801711,2006,1
PEZ1W2801711,2007,1
PFA301401611,2015,1
PFA301401611,2016,1
PFA301401611,2017,1
PFA301401611,2018,1
PFA301401611,2020,1
PFA301401611,2021,1
PFA5T0100711,2006,1
PFA5T0100711,2007,1
PFA5T0100711,2008,1
PFA5T0100711,2009,1
PFA5T0100711,2010,1
PFA5T0100711,2011,1
PFA5T0100711,2012,1
PFA5T0100711,2013,1
PFA5T0100711,2016,1
PFA5T0100711,2019,1
PFA5T0100711,2020,1
PFA5T0100711,2021,1
PFA5T0100711,2022,1
PFA5T0100721,2004,1
PFA5T0901611,2004,1
PFA5T0901611,2005,1
PFA5T0901611,2006,1
PFA5T0901611,2007,1
PFA5T0901611,2008,1
PFA5T0901611,2009,1
PFA5T0901611,2010,1
PFA5T0901611,2011,1
PFA5T0901611,2012,1
PFA5T0901611,2013,1
PFA5T0901611,2017,1
PFA5T0901611,2018,1
PFA5T0901611,2019,1
PFA5T0901611,2020,1
PFA5T0901611,2021,1
PFA5T0901611,2022,1
PFC5T1403911,2010,1
PFC5T1403911,2011,1
PFC5T1403911,2013,1
PFC5T1403911,2014,1
PFC5T1403911,2015,1
PFC5T1403911,2016,1
PFC5T1403911,2017,1
PFC5T1403911,2018,1
PFC5T1403911,2019,1
PFC5T1403911,2020,1
PFC5T1403911,2021,1
PFC5T1403911,2022,1
PFC5T1412011,2010,1
PFC5T1412011,2011,1
PFC5T1412011,2012,1
PFC5T1412011,2013,1
PFC5T1412011,2014,1
PFC5T1412011,2015,1
PFC5T1412011,2016,1
PFC5T1412011,2017,1
PFC5T1412011,2018,1
PFC5T1412011,2019,1
PFC5T1412011,2020,1
PFC5T1412011,2021,1
PFC5T1412011,2022,1
PFE3004800038,2016,1
PFE3004800038,2017,1
PFE3004800038,2018,1
PFE3004800038,2019,1
PFE3004800038,2020,1
PFEEA0900211,2004,1
PFI5T1510611,2004,1
PFI5T1510611,2006,1
PFI5T1510611,2007,1
PFI5T1510611,2008,1
PFI5T1510611,2009,1
PFI5T1510611,2012,1
PFI5T1510611,2013,1
PFI5T1510611,2014,1
PFI5T1510611,2016,1
PFI5T1510611,2017,1
PFI5T1510611,2018,1
PFI5T1510611,2019,1
PFI5T1510611,2020,1
PFI5T1510611,2021,1
PFI5T1510611,2022,1
PFL6E0503011,2010,1
PFL6E0503011,2011,1
PFL6E0503011,2022,1
PFM5S2201411,2008,1
PFM5S2201411,2009,1
PFM5S2201411,2010,1
PFM5S2201411,2011,1
PFM5S2201411,2012,1
PFM5S2201411,2013,1
PFM5S2201411,2015,1
PFM5S2201411,2016,1
PFM5S2201411,2017,1
PFM5S2201411,2018,1
PFM5S2201411,2019,1
PFM5S2201411,2020,1
PFM5S2201411,2021,1
PFM7X1510911,2004,1
PFM7X1510911,2005,1
PFM7X1510911,2007,1
PFM7X1510911,2008,1
PFM7X1510911,2009,1
PFM7X1510911,2010,1
PFM7X1510911,2011,1
PFM7X1510911,2012,1
PFM7X1510911,2013,1
PFM7X1510911,2014,1
PFM7X1510911,2015,1
PFM7X1510911,2016,1
PFM7X1510911,2017,1
PFM7X1510911,2018,1
PFR5Q1512112,2007,1
PFR5Q1512112,2008,1
PFR5Q1512112,2009,1
PFR5Q1512112,2010,1
PFR5Q1512112,2011,1
PFR5Q1512112,2012,1
PFR5Q1512112,2013,1
PFR5Q1512112,2014,1
PFR5Q1512112,2016,1
PFR5Q1512112,2018,1
PFR5Q1512112,2019,1
PFR5Q1512112,2020,1
PFR5Q1512112,2021,1
PFR5Q1512112,2022,1
PGA7X3003811,2006,1
PGA8A1403911,2004,1
PGA8A1403911,2005,1
PGA8A1403911,2006,1
PGA8A1403911,2007,1
PGAMX1306321,2004,1
PGAMX1306321,2005,1
PGAMX1306321,2006,1
PGE1Z2201411,2005,1
PGE1Z2201411,2006,1
PGM1404400011,2014,1
PGM1404400011,2015,1
PGM1404400011,2016,1
PGM1404400011,2017,1
PGM1404400011,2018,1
PGM1404400011,2019,1
PGM1404400011,2020,1
PGM1404400011,2021,1
PGM1404400011,2022,1
PGM150621111,2005,1
PGM2M1403911,2004,1
PGM2M1403911,2005,1
PGM2M1403911,2006,1
PGM2M1403911,2009,1
PGM2M1403911,2010,1
PGM2M1403911,2013,1
PGM361512111,2006,1
PGM5Q1506211,2006,1
PGM5Q1506211,2008,1
