"NRA"	"Establecimiento"	"Sector"	"Entidad Federativa"	"Municipio"	"Grupo Sustancia"	"Sustancia"	"CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reutilización"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición Final"	"Alcantarillado"	"Incineración"	"Otro"
"BMUB31903911"	"Bebidas Mundiales S.de R.L. de C.V"	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.0425984		
"BMUB31903911"	"Bebidas Mundiales S.de R.L. de C.V"	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									3.2768		
"BMUB31903911"	"Bebidas Mundiales S.de R.L. de C.V"	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									3.2768		
"BNLAD1904511"	"BIOENERGIA DE NUEVO LEON S.A. DE C.V."	"Generación de energía eléctrica"	"NUEVO LEON"	"Salinas Victoria"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	56178.33										
"BNLLJ1903911"	"BASCULAS NUEVO LEON S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Monterrey"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	134.4										
"BNM6B1901211"	"BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V."	"Automotriz"	"NUEVO LEON"	"Cienega de Flores"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	8013.5										
"BNM6B1901211"	"BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V."	"Automotriz"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.1922536									
"BNM6B1901211"	"BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V."	"Automotriz"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		1.202						13.44			
"BNM6B1901211"	"BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V."	"Automotriz"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		25.47									
"BNM6B1901211"	"BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V."	"Automotriz"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"								33.6			
"BNM6B1901211"	"BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V."	"Automotriz"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		20.59			247.68						
"BOC9M0900311"	"BOCAR S.A. DE C.V."	"Automotriz"	"DISTRITO FEDERAL"	"Coyoacan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	26.2001										
"BOC9M0900311"	"BOCAR S.A. DE C.V."	"Automotriz"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								0.0000003			
"BOC9M0900311"	"BOCAR S.A. DE C.V."	"Automotriz"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"								1.2			
"BOC9M1505111"	"BOCAR S.A DE C.V"	"Automotriz"	"MEXICO"	"Lerma"	"Hidrocarburos Aromáticos y Alifáticos"	"Fenol"	"108-95-2"	"kg/año"											0.016942
"BOC9M1505111"	"BOCAR S.A DE C.V"	"Automotriz"	"MEXICO"	"Lerma"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	4851.36176										
"BOJRC1102011"	"MARTHA ALICIA BOITES JIMENEZ"	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Leon"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1264.512										
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			1.18176						0.01743		
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			1.989827792						0.0009877		
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.9848						0.01743		
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			1.18176						0.01743		
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.226504						0.06391		
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			1.18176						0.01743		
"BON3K2402811"	"Bonlam S.A de C.V"	"Articulos y productos plasticos"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.01743		
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.611118								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.026169								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.199836								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.38064								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.0505065								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.18366								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.57096								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.616638								
"BOP912201411"	"BTICINO OPERACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"Queretaro"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			2.8548								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	6.332										
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.4464								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.01116								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.10044								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.54684								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.10044								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.54684								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		2	3.33684								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.01116								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		1	2.20968								
"BOR9M0200112"	"BAJA ORIENTE, S.A. DE C.V."	"Automotriz"	"BAJA CALIFORNIA"	"Ensenada"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		1	2.20968								
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.044									
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"		0.00374									
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"		0.0484									
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		0.242									
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"		0.00264									
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.066									
"BOSTG3013311"	"BOSNOR S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Pueblo Viejo"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		0.0968									
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	10541.601										
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.15932		
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.003983		
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.19915		
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.7966		
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.03983		
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									1.999466		
"BPA721510411"	"BALLOTINI PANAMERICANA S DE RL DE CV"	"vidrio"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.812532		
"BPAQB0200411"	"BRENNTAG PACIFIC, S. DE R.L. DE C.V."	"Quimica"	"BAJA CALIFORNIA"	"Tijuana"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								0.000315			
"BPM6E1409811"	"BEMIS PACKAGING MEXICO S.A. DE C.V.  PLANTA TLAQUEPAQUE"	"Otros"	"JALISCO"	"Tlaquepaque"	"Gases de Efecto Invernadero"	"Oxido nitroso"	"10024-97-2"	"ton/año"	847.7468										
"BPM6E1409811"	"BEMIS PACKAGING MEXICO S.A. DE C.V.  PLANTA TLAQUEPAQUE"	"Otros"	"JALISCO"	"Tlaquepaque"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	5157.8268										
"BPMLJ1510611"	"BURNDY PRODUCTS MÉXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Toluca"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.135048										
"BPOLM0901111"	"BALATAS DE POTENCIA, S.A. DE C.V."	"Asbesto"	"DISTRITO FEDERAL"	"Tlahuac"	"Otros"	"Asbesto"	"1332-21-4"	"kg/año"	392.2725							337.776			
"BRE5Q1503311"	"BARNICES Y RESINAS S.A DE C.V."	"Quimica"	"MEXICO"	"Ecatepec de Morelos"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	495.08										
"BRE9M2803211"	"Brose Reynosa, S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"TAMAULIPAS"	"Reynosa"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"								5.25			
"BRE9M2803211"	"Brose Reynosa, S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"TAMAULIPAS"	"Reynosa"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"								3.645			
"BRE9U2803211"	"BARD REYNOSA, S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales"	"TAMAULIPAS"	"Reynosa"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.11								
"BRE9U2803211"	"BARD REYNOSA, S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales"	"TAMAULIPAS"	"Reynosa"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.67896		
"BRE9U2803211"	"BARD REYNOSA, S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales"	"TAMAULIPAS"	"Reynosa"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"								10	0.5904		
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	963										
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			11.321678								
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.0404464								
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.131542								
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			2.5279								
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			8.08928								
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			5.0558								
"BRU5T1501411"	"BRULUAGSA S.A DE C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			9.10044								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	957.72891										
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.204225								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.0759717								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.1808072								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.236901								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			1.0407306								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.9590406								
"BSI871100511"	"BURNER SYSTEMS INTERNATIONAL DE MEXICO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Apaseo el Grande"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			0.821733325								
"BSM1F2603011"	"BOYTEC SONDAJES DE MEXICO SA DE CV"	"Otros"	"SONORA"	"Hermosillo"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"				654.48	23.38		5.5				
"BSOBB2604311"	"BELDEN DE SONORA, S.A. DE C.V."	"Quimica"	"SONORA"	"Nogales"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.20598										
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.00000323									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.000001292									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		0.000000646									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		0.0000646									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"		0.000000646									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"		0.0000646									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		0.0001615									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"		0.000001292									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.0001615									
"BSY5P2201421"	"BIOCHEM SYSTEMS S.A DE C.V"	"Quimica"	"QUERETARO"	"Queretaro"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		0.00011628									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		2.4438835									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.127156375									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		0.13025775									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		5.334365									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		12.32486525									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		17.70885125									
"BTM9G1306111"	"Bombardier Transportation México, S.A de C.V"	"Automotriz"	"HIDALGO"	"Tepeapulco"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		33.32737575									
"BTMLX1505111"	"BIO-TRATAMIENTOS MEXICO, S.A. DE C.V."	"Tratamiento de residuos peligrosos"	"MEXICO"	"Lerma"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	47.73										
"BTMLX1505111"	"BIO-TRATAMIENTOS MEXICO, S.A. DE C.V."	"Tratamiento de residuos peligrosos"	"MEXICO"	"Lerma"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.0011										
"BUS910803713"	"Bussmann S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"CHIHUAHUA"	"Juarez"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					1867						
"BVEM11510011"	"La Batería Verde, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tezoyuca"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	3.5										
"BVEM11510011"	"La Batería Verde, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tezoyuca"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	101							5080370			
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Gases de Efecto Invernadero"	"Oxido nitroso"	"10024-97-2"	"ton/año"	0.1637										
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	10743.3535										
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		185.1906									
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"		377.52624									
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		906.27768									
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"		187.6574									
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		2471.6664									
"BWLM90400311"	"BERGESEN WORLDWIDE LIMITED"	"Petroleo y petroquimica"	"CAMPECHE"	"Carmen"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		4637.28146									
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			31.3042								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.3913025								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			1.252168								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			5.478235								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			1.252168								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			5.478235								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			31.3042								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.3913025								
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			62.6084								
