anio	cas	em_agua	em_aire	em_suelo	estado	gruposustancia	municipio	nombre	nra	sector	sustancia	tr_alcantarillado	tr_coprocesamiento	tr_dispfinal	tr_incineracion	tr_otros	tr_reciclado	tr_reutilizacion	tr_tratamiento	unidad
2012	124-38-9		701024.330301487		CAMPECHE	Gases de Efecto Invernadero	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	1.83091679			CAMPECHE	Otros	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.175028515			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.297611402			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	4.0825			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		548.4965		CAMPECHE	Gases de Efecto Invernadero	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	6.779186			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	12.08641			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	17.672599			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCION NOHOCH  A  Y  PLATF.SATELITES AK H.S.R. NHB.NHC.CHAC A	PEP100400314	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	124-38-9		69749.996		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUH Y SATELITES	PEP10040031C	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	7440-43-9	27.9122			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUH Y SATELITES	PEP10040031C	Petroleo y petroquimica	Cadmio									kg/año
2012	S/C3	13.9918			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUH Y SATELITES	PEP10040031C	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	284.2365676			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUH Y SATELITES	PEP10040031C	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	124-38-9		409799.7383		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUA Y SATELITES	PEP10040031D	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	74-82-8		1552.61		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUA Y SATELITES	PEP10040031D	Petroleo y petroquimica	Metano									ton/año
2012	S/C2	8.1031			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUA Y SATELITES	PEP10040031D	Petroleo y petroquimica	Cadmio (compuestos)									kg/año
2012	S/C3	6.957			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUA Y SATELITES	PEP10040031D	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	55.6055			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION COMPLEJO DE PRODUCCION KUA Y SATELITES	PEP10040031D	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	124-38-9		328043.49611		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	1.1868921			CAMPECHE	Otros	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.013776801			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.030415422			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	6.944511			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		30526.3018		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	5.067575			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	9.576419			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	17.24164			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP AKAL-G Y SUS PLATAFORMAS SATELITES	PEP10040031F	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	124-38-9		965783.9646699		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	7.123656347			CAMPECHE	Otros	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.497056713			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.451340141			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	14.556			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		15546.3259		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	15.3936			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	37.5383			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	37.6765			CAMPECHE	Metales	Carmen	PEMEX-PEP-RMNE-AIC-CP-AKAL-C Y SUS PLATAFORMAS SATELITES	PEP10040031G	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	107-02-8		2.97867262		TABASCO	Otros	Paraiso	PEMEX EXPLORACIÓN Y PRODUCCIÓN. PLATAFORMA ENLACE	PEP10040031P	Petroleo y petroquimica	Acroleina									kg/año
2012	124-38-9		5292.293		TABASCO	Gases de Efecto Invernadero	Paraiso	PEMEX EXPLORACIÓN Y PRODUCCIÓN. PLATAFORMA ENLACE	PEP10040031P	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	50-00-0		1.25909297		TABASCO	Otros	Paraiso	PEMEX EXPLORACIÓN Y PRODUCCIÓN. PLATAFORMA ENLACE	PEP10040031P	Petroleo y petroquimica	Formaldehido									kg/año
2012	71-43-2		30.0443412		TABASCO	Hidrocarburos Aromáticos y Alifáticos	Paraiso	PEMEX EXPLORACIÓN Y PRODUCCIÓN. PLATAFORMA ENLACE	PEP10040031P	Petroleo y petroquimica	Benceno									kg/año
2012	74-82-8		0.001		TABASCO	Gases de Efecto Invernadero	Paraiso	PEMEX EXPLORACIÓN Y PRODUCCIÓN. PLATAFORMA ENLACE	PEP10040031P	Petroleo y petroquimica	Metano									ton/año
2012	75-07-0		24.6988314		TABASCO	Otros	Paraiso	PEMEX EXPLORACIÓN Y PRODUCCIÓN. PLATAFORMA ENLACE	PEP10040031P	Petroleo y petroquimica	Acetaldehido									kg/año
2012	57-12-5	1.2471758			CAMPECHE	Otros	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.095229303			CAMPECHE	Metales	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.138412453			CAMPECHE	Metales	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	2.607212155			CAMPECHE	Metales	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Cadmio									kg/año
2012	S/C3	3.57132498			CAMPECHE	Metales	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	10.7306788			CAMPECHE	Metales	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	7.7232905			CAMPECHE	Metales	Carmen	UNIDAD DE PERFORACIÓN Y MANTENIMIENTO DE POZOS-UPMP DM, CAMPECHE.COSTA AFUERA	PEP10040031Q	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	124-38-9		281304.104504		CAMPECHE	Gases de Efecto Invernadero	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	1.637625231			CAMPECHE	Otros	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.021858139			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.022852576			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	3.40529			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		1192.534011		CAMPECHE	Gases de Efecto Invernadero	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	2.058108			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	6.855124			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	12.036862			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL L Y SUS PLATAFORMAS SATÉLITES AKAL KL Y AKAL TM	PEP10040031T	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	7440-43-9	9.8598			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION RMNE AIKMZ CENTRO DE PROCESO KU M	PEP10040031U	Petroleo y petroquimica	Cadmio									kg/año
2012	S/C3	16.2076			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION RMNE AIKMZ CENTRO DE PROCESO KU M	PEP10040031U	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	73.2834			CAMPECHE	Metales	Carmen	PEMEX EXPLORACION Y PRODUCCION RMNE AIKMZ CENTRO DE PROCESO KU M	PEP10040031U	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	10024-97-2		1182.242402		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX EXPLORACIÓN Y PRODUCCIÓN CENTRO DE PROCESO KU-S Y SUS PLATAFORMAS SATELITE	PEP10040031V	Petroleo y petroquimica	Oxido nitroso									ton/año
2012	124-38-9		470073.81005		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX EXPLORACIÓN Y PRODUCCIÓN CENTRO DE PROCESO KU-S Y SUS PLATAFORMAS SATELITE	PEP10040031V	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	7440-43-9	33.2799			CAMPECHE	Metales	Carmen	PEMEX EXPLORACIÓN Y PRODUCCIÓN CENTRO DE PROCESO KU-S Y SUS PLATAFORMAS SATELITE	PEP10040031V	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		3079.941103		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEMEX EXPLORACIÓN Y PRODUCCIÓN CENTRO DE PROCESO KU-S Y SUS PLATAFORMAS SATELITE	PEP10040031V	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	33.2959			CAMPECHE	Metales	Carmen	PEMEX EXPLORACIÓN Y PRODUCCIÓN CENTRO DE PROCESO KU-S Y SUS PLATAFORMAS SATELITE	PEP10040031V	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	258.7405			CAMPECHE	Metales	Carmen	PEMEX EXPLORACIÓN Y PRODUCCIÓN CENTRO DE PROCESO KU-S Y SUS PLATAFORMAS SATELITE	PEP10040031V	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	124-38-9		655724.28758332		CAMPECHE	Gases de Efecto Invernadero	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	1.287628			CAMPECHE	Otros	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.1725625			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.13483886			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	11.72			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		5854.441		CAMPECHE	Gases de Efecto Invernadero	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	4.72			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	11.39			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	8.61			CAMPECHE	Metales	Carmen	COMPLEJO DE PRODUCCIÓN AKAL-B Y SUS PLAT. PERIF DE PERF AKAL BN Y AKAL DB	PEP10040031W	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	124-38-9		41819.41619815		CAMPECHE	Gases de Efecto Invernadero	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	4.2071544			CAMPECHE	Otros	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.240120992			CAMPECHE	Metales	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.195271372			CAMPECHE	Metales	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	10.423191			CAMPECHE	Metales	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Cadmio									kg/año
2012	S/C3	12.981427			CAMPECHE	Metales	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	25.234738			CAMPECHE	Metales	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	33.27945			CAMPECHE	Metales	Carmen	PEP. RMNE. AIC. COMPLEJO DE PRODUCCIÓN AKAL N Y SU PLATAFORMA SATÉLITE  AKAL M	PEP10040031X	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	124-38-9		836827.8365		CAMPECHE	Gases de Efecto Invernadero	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	57-12-5	3.134013625			CAMPECHE	Otros	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.451773525			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Mercurio									kg/año
2012	7440-38-2	0.238704401			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Arsénico									kg/año
2012	7440-43-9	12.024377			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Cadmio									kg/año
2012	74-82-8		11646.5339		CAMPECHE	Gases de Efecto Invernadero	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Metano									ton/año
2012	S/C3	24.602174			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Cromo (compuestos)									kg/año
2012	S/C5	50.31861			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Níquel (compuestos)									kg/año
2012	S/C6	22.380406			CAMPECHE	Metales	Carmen	CENTRO DE PROCESO AKAL-J Y SUS PLATF. SATELITES AKAL-O, AKAL-F Y AKAL-E.	PEP10040031Y	Petroleo y petroquimica	Plomo (compuestos)									kg/año
2012	124-38-9		12.34		TAMAULIPAS	Gases de Efecto Invernadero	Reynosa	PEMEX EXPLORACIÓN  Y PRODUCCIÓN ACTIVO INTEGRAL BURGOS SISTEMA HIDALGO	PEP100501311	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	10102-44-0		106430.0		TAMAULIPAS	Otros	Reynosa	PEMEX EXPLORACIÓN Y PRODUCCIÓN ACTIVO INTEGRAL BURGOS SISTEMA MONCLOVA	PEP100501812	Petroleo y petroquimica	Bióxido de nitrógeno									kg/año
2012	124-38-9		5157.67		TAMAULIPAS	Gases de Efecto Invernadero	Reynosa	PEMEX EXPLORACIÓN Y PRODUCCIÓN ACTIVO INTEGRAL BURGOS SISTEMA MONCLOVA	PEP100501812	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	124-38-9		9146.71		CHIAPAS	Gases de Efecto Invernadero	Juarez	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN ARTESA	PEP100704811	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	124-38-9		48827.038		CHIAPAS	Gases de Efecto Invernadero	Ostuacan	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN MODULAR MUSPAC	PEP100706212	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	74-82-8		2045.058		CHIAPAS	Gases de Efecto Invernadero	Ostuacan	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN MODULAR MUSPAC	PEP100706212	Petroleo y petroquimica	Metano									ton/año
2012	124-38-9		3.89		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN CHIAPAS	PEP100706812	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	74-82-8		0.0001		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN CHIAPAS	PEP100706812	Petroleo y petroquimica	Metano									ton/año
2012	124-38-9		38.9406		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN SUNUAPA	PEP100706814	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	124-38-9		39321.58		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN GIRALDAS	PEP100706815	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	74-82-8		208.3818		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN GIRALDAS	PEP100706815	Petroleo y petroquimica	Metano									ton/año
2012	124-38-9		40905.0774		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN SUNUAPA	PEP100706816	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	74-82-8		3.21		CHIAPAS	Gases de Efecto Invernadero	Pichucalco	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN SUNUAPA	PEP100706816	Petroleo y petroquimica	Metano									ton/año
2012	124-38-9		490.18		CHIAPAS	Gases de Efecto Invernadero	Reforma	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN CACTUS I	PEP100707411	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	124-38-9		0.0406		CHIAPAS	Gases de Efecto Invernadero	Reforma	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN CACTUS II	PEP100707412	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	124-38-9		0.8605		CHIAPAS	Gases de Efecto Invernadero	Reforma	PEMEX EXPLORACIÓN Y PRODUCCIÓN BATERÍA DE SEPARACIÓN SITIO GRANDE	PEP100707413	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	124-38-9		26562.0		CHIAPAS	Gases de Efecto Invernadero	Reforma	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN CACTUS I	PEP100707414	Petroleo y petroquimica	Bióxido de carbono									ton/año
2012	74-82-8		2.0766		CHIAPAS	Gases de Efecto Invernadero	Reforma	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN CACTUS I	PEP100707414	Petroleo y petroquimica	Metano									ton/año
2012	124-38-9		36669.75108		CHIAPAS	Gases de Efecto Invernadero	Reforma	PEMEX EXPLORACIÓN Y PRODUCCIÓN ESTACIÓN DE COMPRESIÓN CACTUS IV	PEP100707416	Petroleo y petroquimica	Bióxido de carbono									ton/año
