CLAVE	SITIO	ORGANISMO_DE_CUENCA	ESTADO	MUNICIPIO	ACUIFERO	SUBTIPO	LONGITUD	LATITUD	PERIODO	ALC_mg/L	CALIDAD_ALC	CONDUCT_mS/cm	CALIDAD_CONDUC	SDT_mg/L	CALIDAD_SDT_ra	CALIDAD_SDT_salin	FLUORUROS_mg/L	CALIDAD_FLUO	DUR_mg/L	CALIDAD_DUR	COLI_FEC_NMP/100_mL	CALIDAD_COLI_FEC	N_NO3_mg/L	CALIDAD_N_NO3	AS_TOT_mg/L	CALIDAD_AS	CD_TOT_mg/L	CALIDAD_CD	CR_TOT_mg/L	CALIDAD_CR	HG_TOT_mg/L	CALIDAD_HG	PB_TOT_mg/L	CALIDAD_PB	MN_TOT_mg/L	CALIDAD_MN	FE_TOT_mg/L	CALIDAD_FE	SEMAFORO	CONTAMINANTES	CUMPLE_CON_ALC	CUMPLE_CON_COND	CUMPLE_CON_SDT_ra	CUMPLE_CON_SDT_salin	CUMPLE_CON_FLUO	CUMPLE_CON_DUR	CUMPLE_CON_CF	CUMPLE_CON_NO3	CUMPLE_CON_AS	CUMPLE_CON_CD	CUMPLE_CON_CR	CUMPLE_CON_HG	CUMPLE_CON_PB	CUMPLE_CON_MN	CUMPLE_CON_FE	IARC
DLDUR728	POZO DIECISEIS DE SEPTIEMBRE	PACÍFICO NORTE	DURANGO	DURANGO	VALLE DEL GUADIANA	POZO	-104.54745	24.05297	2022	242.8	Alta	649	Buena para riego	508.3	Cultivos sensibles	Potable - Dulce	25.93	Alta	<10	Potable - Suave	<1.1	Potable - Excelente	0.112	Potable - Excelente	0.291	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.043	Potable - Excelente	1.053	Sin efectos en la salud - Puede dar color al agua	Rojo	FLUO,AS,FE,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	NO	1
DLDUR729	POZO COL. 20 DE NOV.	PACÍFICO NORTE	DURANGO	DURANGO	VALLE DEL GUADIANA	POZO	-104.58898	24.04655	2022	193.8	Alta	491	Buena para riego	382	Excelente para riego	Potable - Dulce	3.95	Alta	184.9	Potable - Dura	<1.1	Potable - Excelente	3.002	Potable - Excelente	0.049	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLDUR757	POZO J. GPE. AGUILERA	PACÍFICO NORTE	DURANGO	CANATLÁN	VALLE DE CANATLAN	POZO	-104.69968	24.44247	2022	165.4	Alta	368	Buena para riego	256.4	Excelente para riego	Potable - Dulce	0.28	Baja	135	Potable - Dura	<1.1	Potable - Excelente	0.706	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.018	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR772	POZO MELCHOR OCAMPO	PACÍFICO NORTE	DURANGO	NUEVO IDEAL	VALLE DE SANTIAGUILLO	POZO	-104.85949	24.93752	2022	161.4	Alta	309	Buena para riego	251.4	Excelente para riego	Potable - Dulce	0.9	Potable - Optima	110.1	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.782	Potable - Excelente	0.017	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR777	POZO FUENTE DEL LLANO	PACÍFICO NORTE	DURANGO	NUEVO IDEAL	VALLE DE SANTIAGUILLO	POZO	-104.86008	24.84937	2022	274.1	Alta	608	Buena para riego	425.4	Excelente para riego	Potable - Dulce	3.53	Alta	66.5	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.866	Potable - Excelente	0.071	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.007	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLDUR780M1	POZO CIÉNEGA ESCOBAR	CUENCAS CENTRALES DEL NORTE	DURANGO	TEPEHUANES	MATALOTES-EL ORO	POZO	-105.74362	25.61184	2022	213.2	Alta	778	Permisible para riego	520.4	Cultivos sensibles	Potable - Dulce	0.39	Baja	319.9	Potable - Dura	135	Buena calidad	3.216	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	0.033	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR782	POZO MIGUEL NEGRETE	PACÍFICO NORTE	DURANGO	NUEVO IDEAL	VALLE DE SANTIAGUILLO	POZO	-104.98288	25.00915	2022	182.7	Alta	479	Buena para riego	359.2	Excelente para riego	Potable - Dulce	0.54	Media	189	Potable - Dura	<1.1	Potable - Excelente	9.764	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR785	LAS MARGARITAS - DURANGO	CUENCAS CENTRALES DEL NORTE	DURANGO	SANTIAGO PAPASQUIARO	VALLE DE SANTIAGUILLO	POZO	-105.19465	25.07573	2022	170.5	Alta	331	Buena para riego	222.6	Excelente para riego	Potable - Dulce	0.36	Baja	110.1	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.595	Potable - Excelente	0.015	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR791	POZO CIENEGUILLA	PACÍFICO NORTE	DURANGO	POANAS	VICENTE GUERRERO-POANAS	POZO	-104.04673	24.05253	2022	190.8	Alta	491	Buena para riego	330.2	Excelente para riego	Potable - Dulce	1.3	Potable - Optima	162	Potable - Dura	<1.1	Potable - Excelente	6.743	Potable - Buena calidad	0.013	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR823	POZO VILLA UNION	CUENCAS CENTRALES DEL NORTE	DURANGO	HIDALGO	LA ZARCA-REVOLUCION	POZO	-104.70206	25.69755	2022	300.9	Alta	634	Buena para riego	384.4	Excelente para riego	Potable - Dulce	0.66	Media	315.8	Potable - Dura	<1.1	Potable - Excelente	4.156	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR824	POZO LA ESPERANZA	CUENCAS CENTRALES DEL NORTE	DURANGO	HIDALGO	LA ZARCA-REVOLUCION	POZO	-104.82782	25.86359	2022	311.1	Alta	738	Buena para riego	504.6	Cultivos sensibles	Potable - Dulce	0.77	Potable - Optima	268	Potable - Dura	10	Buena calidad			<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.006	Potable - Excelente	0.147	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR836	POZO EJ. REVOLUCION	CUENCAS CENTRALES DEL NORTE	DURANGO	HIDALGO	REVOLUCION	POZO	-105.10002	26.20266	2022	192.8	Alta	368	Buena para riego	257	Excelente para riego	Potable - Dulce	0.39	Baja	164.1	Potable - Dura	<1.1	Potable - Excelente	0.55	Potable - Excelente	0.017	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.04	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR837	POZO VILLA HIDALGO	CUENCAS CENTRALES DEL NORTE	DURANGO	HIDALGO	SAN FERMIN	POZO	-104.91611	26.25007	2022	378.4	Alta	1397	Permisible para riego	1025.7	Cultivos con manejo especial	Ligeramente salobres	0.78	Potable - Optima	594.1	Muy dura e indeseable usos industrial y domestico	10	Buena calidad	29.097	No apta como FAAP	0.019	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.013	Potable - Excelente	0.058	Potable - Excelente	Rojo	DT,NO3,	SI	SI	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLDUR849	POZO LAS NIEVES	CUENCAS CENTRALES DEL NORTE	DURANGO	OCAMPO	CABRERA-OCAMPO	POZO	-105.38731	26.39792	2022	227.5	Alta	535	Buena para riego	359	Excelente para riego	Potable - Dulce	1.25	Potable - Optima	157.9	Potable - Dura	<1.1	Potable - Excelente	2.652	Potable - Excelente	0.012	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLEST5372	SAN ANTONIO ABAD	LERMA SANTIAGO PACÍFICO	ESTADO DE MÉXICO	TOLUCA	VALLE DE TOLUCA	POZO	-99.56551	19.31018	2022	154.8	Alta	459	Buena para riego	324	Excelente para riego	Potable - Dulce	0.24	Baja	143	Potable - Dura	4	Buena calidad	0.058	Potable - Excelente			<0.003	Potable - Excelente	0.008	Potable - Excelente	<0.0005	Potable - Excelente			0.002	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	ND	SI	SI	NC
DLEST5374	POZO NO. 2 EMPRESA LIQUIMEX S.A DE C.V. (BONAFONT)	LERMA SANTIAGO PACÍFICO	MÉXICO	TOLUCA	VALLE DE TOLUCA	POZO	-99.571667	19.328889	2022	146.3	Media	273	Buena para riego	176	Excelente para riego	Potable - Dulce	<0.2	Baja	58.8	Potable - Suave	<1.1	Potable - Excelente	<0.02	Potable - Excelente			<0.003	Potable - Excelente	0.007	Potable - Excelente	<0.0005	Potable - Excelente					0.031	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	ND	ND	SI	NC
DLEST6480	POZO TIC TI	LERMA SANTIAGO PACÍFICO	MÉXICO	ATLACOMULCO	IXTLAHUACA-ATLACOMULCO	POZO	-99.89711	19.80764	2022	259.9	Alta	284	Buena para riego	204	Excelente para riego	Potable - Dulce	<0.2	Baja	69.2	Potable - Moderadamente suave	23	Buena calidad	0.548	Potable - Excelente			<0.003	Potable - Excelente	0.008	Potable - Excelente			<0.005	Potable - Excelente			0.032	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	ND	SI	ND	SI	NC
DLEST6551	POZO TEPOXTEPEC	BALSAS	MÉXICO	TENANCINGO	TENANCINGO	POZO	-99.57127	18.96724	2022	237.5	Alta	258	Buena para riego	216	Excelente para riego	Potable - Dulce	0.32	Baja	83.1	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.152	Potable - Excelente	0.035	No apta como FAAP	<0.003	Potable - Excelente	0.014	Potable - Excelente	0.0005	Potable - Excelente	0.005	Potable - Excelente	0.007	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLEST881	POZO TECOAC ATLACOMULCO	LERMA SANTIAGO PACÍFICO	MÉXICO	ATLACOMULCO	IXTLAHUACA-ATLACOMULCO	POZO	-99.8446	19.77544	2022	237.5	Alta	524	Buena para riego	390	Excelente para riego	Potable - Dulce	0.99	Potable - Optima	93	Potable - Moderadamente suave	43	Buena calidad	0.638	Potable - Excelente			<0.003	Potable - Excelente					<0.005	Potable - Excelente	0.004	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	ND	ND	SI	SI	SI	NC
DLEST912	POZO NO. 2 ZINACANTEPEC  CALZADA LA HUERTA	LERMA SANTIAGO PACÍFICO	MÉXICO	ZINACANTEPEC	VALLE DE TOLUCA	POZO	-99.74209	19.25775	2022	90.1	Media	288	Buena para riego	176	Excelente para riego	Potable - Dulce	<0.2	Baja	<10	Potable - Suave	<1.1	Potable - Excelente	0.64	Potable - Excelente			<0.003	Potable - Excelente	0.009	Potable - Excelente	<0.0005	Potable - Excelente			<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	ND	SI	SI	NC
DLEST917	POZO NUM. 37 OPERADO POR APAS METEPEC	LERMA SANTIAGO PACÍFICO	MÉXICO	METEPEC	VALLE DE TOLUCA	POZO	-99.61376	19.24489	2022	133.6	Media	255	Buena para riego	192	Excelente para riego	Potable - Dulce	<0.2	Baja	47	Potable - Suave	<1.1	Potable - Excelente	1.466	Potable - Excelente			<0.003	Potable - Excelente			<0.0005	Potable - Excelente			<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	ND	SI	ND	SI	SI	NC
DLEST918	POZO CUATRO SURCOS SANTA MARIA RAYON	LERMA SANTIAGO PACÍFICO	ESTADO DE MÉXICO	RAYÓN	VALLE DE TOLUCA	POZO	-99.58739	19.1518	2022	75.3	Media	254	Buena para riego	180	Excelente para riego	Potable - Dulce	<0.2	Baja	54.9	Potable - Suave	<1.1	Potable - Excelente	5.737	Potable - Buena calidad			<0.003	Potable - Excelente	0.009	Potable - Excelente	<0.0005	Potable - Excelente			<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	ND	SI	SI	NC
DLEST926	POZO AHUATENCO	LERMA SANTIAGO PACÍFICO	ESTADO DE MÉXICO	TIANGUISTENCO	VALLE DE TOLUCA	POZO	-99.45907	19.13271	2022	285.4	Alta	212	Excelente para riego	122	Excelente para riego	Potable - Dulce	0.35	Baja	237.4	Potable - Dura	<1.1	Potable - Excelente	0.111	Potable - Excelente			<0.003	Potable - Excelente			0.0006	Potable - Excelente	0.005	Potable - Excelente					Verde		SI	SI	SI	SI	SI	SI	SI	SI	ND	SI	ND	SI	SI	ND	ND	NC
DLGUA1034M1	COL. RANCHO NUEVO	LERMA SANTIAGO PACÍFICO	GUANAJUATO	APASEO EL GRANDE	VALLE DE CELAYA	POZO	-100.74664	20.52136	2022	253.9	Alta	871	Permisible para riego	560	Cultivos sensibles	Potable - Dulce	0.81	Potable - Optima	164.3	Potable - Dura	120	Buena calidad	3.435	Potable - Excelente	0.141	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.018	Potable - Excelente	0.199	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLGUA1035M1	RANCHO NUEVO	LERMA SANTIAGO PACÍFICO	GUANAJUATO	APASEO EL GRANDE	VALLE DE CELAYA	POZO	-100.74094	20.52867	2022	468.7	Indeseable como FAAP	1456	Permisible para riego	919.8	Cultivos sensibles	Potable - Dulce	0.92	Potable - Optima	350.3	Potable - Dura	<1.1	Potable - Excelente	1.593	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	ALC,	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUA5958	POZO EL GUADALUPANO, APASEO EL GRANDE	LERMA SANTIAGO PACÍFICO	GUANAJUATO	APASEO EL GRANDE	VALLE DE CELAYA	POZO	-100.698305	20.54452	2022	268	Alta	812	Permisible para riego	550	Cultivos sensibles	Potable - Dulce	1.72	Alta	139.2	Potable - Dura	<1.1	Potable - Excelente	3.287	Potable - Excelente	0.051	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLGUA5959	POZO NO. 2, APASEO EL ALTO	LERMA SANTIAGO PACÍFICO	GUANAJUATO	APASEO EL ALTO	VALLE DE CELAYA	POZO	-100.61513	20.450638	2022	194.9	Alta	437	Buena para riego	312	Excelente para riego	Potable - Dulce	0.51	Media	108	Potable - Moderadamente suave	<1.1	Potable - Excelente	4.905	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUA6011	POZO EJIDO DOLORES, DOLORES HIDALGO, C.I.N.	LERMA SANTIAGO PACÍFICO	GUANAJUATO	DOLORES HIDALGO C.I.N.	CUENCA ALTA DEL RIO LAJA	POZO	-100.9349	21.1748	2022	150.2	Alta	327	Buena para riego	297.2	Excelente para riego	Potable - Dulce	0.89	Potable - Optima	78.9	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.13	Potable - Excelente	0.016	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUA6012	POZO COL. LINDAVISTA, DOLORES HIDALGO C.I.N.	LERMA SANTIAGO PACÍFICO	GUANAJUATO	DOLORES HIDALGO C.I.N.	CUENCA ALTA DEL RIO LAJA	POZO	-100.9603	21.1502	2022	131.9	Media	292	Buena para riego	271	Excelente para riego	Potable - Dulce	0.44	Media	153.7	Potable - Dura	<1.1	Potable - Excelente	0.839	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUA6014	POZO NO. 8 SAN PABLO, DOLORES HIDALGO,C.I.N.	LERMA SANTIAGO PACÍFICO	GUANAJUATO	DOLORES HIDALGO C.I.N.	CUENCA ALTA DEL RIO LAJA	POZO	-100.9197	21.1441	2022	151.2	Alta	322	Buena para riego	297	Excelente para riego	Potable - Dulce	0.47	Media	112.2	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.432	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUA6052	MUNICIPIO DE DOLORES HIDALGO (COL. RIO LAJA )	LERMA SANTIAGO PACÍFICO	GUANAJUATO	DOLORES HIDALGO C.I.N.	CUENCA ALTA DEL RIO LAJA	POZO	-100.92444	21.20154	2022	164.4	Alta	343	Buena para riego	300.4	Excelente para riego	Potable - Dulce	1	Potable - Optima	85.2	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.558	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUE1248	GALON SOBERON	PACÍFICO SUR	GUERRERO	ACAPULCO DE JUÁREZ	LA SABANA	POZO	-99.82812	16.90052	2022	169.1	Alta	989	Permisible para riego	411	Excelente para riego	Potable - Dulce	0.58	Media	246.2	Potable - Dura	40	Buena calidad	<0.02	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.014	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.007	Potable - Excelente	0.1	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUE1337	POZO ZIHUATANEJO TERMINAL DE AUTOBUSES	PACÍFICO SUR	GUERRERO	ZIHUATANEJO DE AZUETA	BAHIA DE ZIHUATANEJO	POZO	-101.54423	17.64925	2022	325	Alta	792	Permisible para riego	574	Cultivos sensibles	Potable - Dulce	<0.2	Baja	395.8	Potable - Dura	<1.1	Potable - Excelente	5.967	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.017	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.088	Potable - Excelente	0.113	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUE1338	IXTAPA 1	PACÍFICO SUR	GUERRERO	ZIHUATANEJO DE AZUETA	IXTAPA	POZO	-101.58913	17.66322	2022	365	Alta	1043	Permisible para riego	702	Cultivos sensibles	Potable - Dulce	<0.2	Baja	436.7	Potable - Dura	<1.1	Potable - Excelente	4.141	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.009	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.067	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLGUE1353	POZO GENARO GALEANA	PACÍFICO SUR	GUERRERO	ACAPULCO DE JUÁREZ	LA SABANA	POZO	-99.79753	16.8592	2022	255.6	Alta	668	Buena para riego	518	Cultivos sensibles	Potable - Dulce	0.59	Media	329.5	Potable - Dura	<1.1	Potable - Excelente	0.11	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.01	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.332	Sin efectos en la salud - Puede dar color al agua	0.098	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
DLHID1430	POZO ULAPA MELCHOR OCAMPO	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TETEPANGO	VALLE DEL MEZQUITAL	POZO	-99.16673	20.14135	2022	479.1	Indeseable como FAAP	1481	Permisible para riego	972	Cultivos sensibles	Potable - Dulce	1.32	Potable - Optima	312.5	Potable - Dura	<1.1	Potable - Excelente	6.662	Potable - Buena calidad			<0.003	Potable - Excelente	0.007	Potable - Excelente	<0.0005	Potable - Excelente			<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	ALC,	NO	SI	SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	ND	SI	SI	NC
DLHID1432	MANANTIAL CERRO COLORADO	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TEZONTEPEC DE ALDAMA	VALLE DEL MEZQUITAL	MANANTIAL	-99.26236	20.12033	2022	481.2	Indeseable como FAAP	1781	Permisible para riego	1144	Cultivos con manejo especial	Ligeramente salobres	0.8	Potable - Optima	365.2	Potable - Dura	9	Buena calidad	30.89	No apta como FAAP			<0.003	Potable - Excelente	0.005	Potable - Excelente	<0.0005	Potable - Excelente	0.009	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	ALC,NO3,	NO	SI	SI	SI	SI	SI	SI	NO	ND	SI	SI	SI	SI	SI	SI	NC
DLHID1459	POZO EL TORRION	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TEPETITLÁN	VALLE DEL MEZQUITAL	POZO	-99.37739	20.1635	2022	323.52	Alta	940	Permisible para riego	685	Cultivos sensibles	Potable - Dulce	0.50705	Media	191.415	Potable - Dura	<1.1	Potable - Excelente	0.43755	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.82631	Puede afectar la salud	<0.025	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
DLHID1486M1	POZO MICHIMALTONGO	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.38646	20.1119	2022	186	Alta	645	Buena para riego	528	Cultivos sensibles	Potable - Dulce	1.3322	Potable - Optima	171.86	Potable - Dura	<1.1	Potable - Excelente	2.1116	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLHID1510	POZO ZIMAPAN 1	GOLFO NORTE	HIDALGO	ZIMAPÁN	ZIMAPAN	POZO	-99.37726	20.74246	2022	214.2	Alta	566	Buena para riego	332.4	Excelente para riego	Potable - Dulce	0.63	Media	259.6	Potable - Dura	<1.1	Potable - Excelente	0.532	Potable - Excelente	0.479	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.019	Potable - Excelente	0.113	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLHID1511	POZO ZIMAPAN 2	GOLFO NORTE	HIDALGO	ZIMAPÁN	ZIMAPAN	POZO	-99.37852	20.74084	2022	156.2	Alta	447	Buena para riego	246	Excelente para riego	Potable - Dulce	<0.2	Baja	184.3	Potable - Dura	210	Aceptable	2.169	Potable - Excelente	0.078	No apta como FAAP	<0.003	Potable - Excelente	0.007	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	0.105	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
