CLAVE	SITIO	ORGANISMO_DE_CUENCA	ESTADO	MUNICIPIO	ACUIFERO	SUBTIPO	LONGITUD	LATITUD	PERIODO	ALC_mg/L	CALIDAD_ALC	CONDUCT_mS/cm	CALIDAD_CONDUC	SDT_mg/L	CALIDAD_SDT_ra	CALIDAD_SDT_salin	FLUORUROS_mg/L	CALIDAD_FLUO	DUR_mg/L	CALIDAD_DUR	COLI_FEC_NMP/100_mL	CALIDAD_COLI_FEC	N_NO3_mg/L	CALIDAD_N_NO3	AS_TOT_mg/L	CALIDAD_AS	CD_TOT_mg/L	CALIDAD_CD	CR_TOT_mg/L	CALIDAD_CR	HG_TOT_mg/L	CALIDAD_HG	PB_TOT_mg/L	CALIDAD_PB	MN_TOT_mg/L	CALIDAD_MN	FE_TOT_mg/L	CALIDAD_FE	SEMAFORO	CONTAMINANTES	CUMPLE_CON_ALC	CUMPLE_CON_COND	CUMPLE_CON_SDT_ra	CUMPLE_CON_SDT_salin	CUMPLE_CON_FLUO	CUMPLE_CON_DUR	CUMPLE_CON_CF	CUMPLE_CON_NO3	CUMPLE_CON_AS	CUMPLE_CON_CD	CUMPLE_CON_CR	CUMPLE_CON_HG	CUMPLE_CON_PB	CUMPLE_CON_MN	CUMPLE_CON_FE	IARC
OCCCN5230M1	POZO 2879 LA PARRITA	CUENCAS CENTRALES DEL NORTE	DURANGO	LERDO	VICENTE SUAREZ	POZO	-103.87844	25.75544	2022	200	Alta	654	Buena para riego	497.4	Excelente para riego	Potable - Dulce	0.36	Baja	340	Potable - Dura	10	Buena calidad	9.89	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5231M1	POZO 1 RANCHO GRANDE	CUENCAS CENTRALES DEL NORTE	DURANGO	LERDO	VICENTE SUAREZ	POZO	-103.87814	25.74547	2022	208.8	Alta	525	Buena para riego	377.2	Excelente para riego	Potable - Dulce	0.39	Baja	286	Potable - Dura	<1.1	Potable - Excelente	5.648	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5233M1	POZO VICENTE SUAREZ	CUENCAS CENTRALES DEL NORTE	DURANGO	LERDO	VICENTE SUAREZ	POZO	-103.87056	25.72986	2022	218.8	Alta	423	Buena para riego	298.2	Excelente para riego	Potable - Dulce	0.33	Baja	246	Potable - Dura	<1.1	Potable - Excelente	3.742	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5245M1	POZO 4101 SAN FERNANDO	CUENCAS CENTRALES DEL NORTE	DURANGO	LERDO	VILLA JUAREZ	POZO	-103.53596	25.50964	2022	171.8	Alta	391	Buena para riego	264.4	Excelente para riego	Potable - Dulce	0.51	Media	160	Potable - Dura	<1.1	Potable - Excelente	0.55	Potable - Excelente	0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5246M1	POZO 14 SAN IGNACIO (SIDEAPA)	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.538	25.59531	2022	192.8	Alta	1098	Permisible para riego	751.2	Cultivos sensibles	Potable - Dulce	0.78	Potable - Optima	581.7	Muy dura e indeseable usos industrial y domestico	10	Buena calidad	7.59	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5247M1	POZO 32 PANCHO VILLA (SIDEAPA)	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.50867	25.56933	2022	193.8	Alta	1449	Permisible para riego	1074.4	Cultivos con manejo especial	Ligeramente salobres	0.75	Potable - Optima	546.4	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	12.387	No apta como FAAP	0.031	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.028	Potable - Excelente	Rojo	DT,AS,NO3,	SI	SI	SI	SI	SI	NO	SI	NO	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5248M1	POZO 6 CASA DE LA CULTURA (SIDEAPA)	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.5023	25.5515	2022	182.6	Alta	790	Permisible para riego	524.4	Cultivos sensibles	Potable - Dulce	0.52	Media	292.9	Potable - Dura	<1.1	Potable - Excelente	9.793	Potable - Buena calidad	0.021	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.004	Potable - Excelente	0.027	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5249M1	POZO 5 TRUJANO/URREA	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.501283	25.557981	2022	199.9	Alta	1247	Permisible para riego	845.8	Cultivos sensibles	Potable - Dulce	0.68	Media	444.6	Potable - Dura	<1.1	Potable - Excelente	13.891	No apta como FAAP	0.023	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5250M1	POZO 7 LIBRES PICARDIAS	CUENCAS CENTRALES DEL NORTE	DURANGO	LERDO	ORIENTE AGUANAVAL	POZO	-103.49377	25.32396	2022	238.7	Alta	1018	Permisible para riego	719.6	Cultivos sensibles	Potable - Dulce	1.11	Potable - Optima	326	Potable - Dura	<1.1	Potable - Excelente	5.562	Potable - Buena calidad	0.035	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5251M1	POZO COL. VICTORIA (BOMBA 12 SIMAS)	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.48221	25.53584	2022	172.4	Alta	614	Buena para riego	426	Excelente para riego	Potable - Dulce	0.53	Media	245.1	Potable - Dura	<1.1	Potable - Excelente	7.695	Potable - Buena calidad	0.019	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.946	Puede afectar la salud	1.61	Sin efectos en la salud - Puede dar color al agua	Amarillo	MN,FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NO	NC
OCCCN5253M1	POZO 1254 (BOMBA 72 SIMAS)	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.47512	25.53947	2022	216.2	Alta	834	Permisible para riego	650.3	Cultivos sensibles	Potable - Dulce	0.4	Media	330.3	Potable - Dura	<1.1	Potable - Excelente	14.911	No apta como FAAP	0.02	Apta como FAAP	<0.003	Potable - Excelente	0.006	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.407	Puede afectar la salud	2.092	Sin efectos en la salud - Puede dar color al agua	Rojo	MN,FE,NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	NO	NO	NC
OCCCN5254M1	POZO 4074 (BOMBA 50 SIMAS)	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.45091	25.52089	2022	187.7	Alta	1550	Permisible para riego	1075	Cultivos con manejo especial	Ligeramente salobres	0.79	Potable - Optima	513.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	30.167	No apta como FAAP	0.025	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	DT,NO3,	SI	SI	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5256M1	POZO 3704 (BOMBA 31 SIMAS)	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.44817	25.56234	2022	140.8	Media	768	Permisible para riego	524.6	Cultivos sensibles	Potable - Dulce	0.47	Media	295	Potable - Dura	<1.1	Potable - Excelente	4.674	Potable - Excelente	0.025	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.052	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5257M1	POZO 336 (BOMBA 35 SIMAS)	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.44813	25.57216	2022	139.7	Media	825	Permisible para riego	560.4	Cultivos sensibles	Potable - Dulce	0.59	Media	326.2	Potable - Dura	<1.1	Potable - Excelente	5.432	Potable - Buena calidad	0.024	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.029	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5258M1	POZO EL QUEMADO	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.39419	25.71844	2022	101	Media	498	Buena para riego	303	Excelente para riego	Potable - Dulce	0.5	Media	147.5	Potable - Dura	10	Buena calidad	1.599	Potable - Excelente	0.024	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCCCN5260M1	POZO GRANJA RIOS	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.43683	25.67909	2022	224.4	Alta	2400	Dudosa para riego	1927.4	Cultivos con manejo especial	Ligeramente salobres	0.8	Potable - Optima	818.5	Muy dura e indeseable usos industrial y domestico	1160	Contaminada	16.28	No apta como FAAP	0.04	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002	Potable - Excelente	0.041	Potable - Excelente	Rojo	CONDUC,DT,CF,AS,NO3,	SI	NO	SI	SI	SI	NO	NO	NO	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5262M1	POZO CNA 4840	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.41213	25.81251	2022	101	Media	526	Buena para riego	340	Excelente para riego	Potable - Dulce	1.44	Potable - Optima	101.8	Potable - Moderadamente suave	1722	Contaminada	2.883	Potable - Excelente	0.081	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.035	Potable - Excelente	0.705	Sin efectos en la salud - Puede dar color al agua	Rojo	CF,AS,FE,	SI	SI	SI	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	SI	NO	1
OCCCN5263M1	POZO BELLA UNION	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.41669	25.62614	2022	192.8	Alta	486	Buena para riego	296	Excelente para riego	Potable - Dulce	0.42	Media	187	Potable - Dura	63	Buena calidad	2.137	Potable - Excelente	0.024	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.035	Potable - Excelente	1.572	Sin efectos en la salud - Puede dar color al agua	Amarillo	FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NC
OCCCN5264M1	POZO 1 LA ESPERANZA	CUENCAS CENTRALES DEL NORTE	DURANGO	GENERAL SIMÓN BOLÍVAR	ORIENTE AGUANAVAL	POZO	-103.40289	25.1457	2022	257	Alta	2843	Dudosa para riego	2120.5	Cultivos tolerantes	Salobres	1.72	Alta	731.2	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	27.987	No apta como FAAP	0.058	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,FLUO,DT,AS,NO3,	SI	NO	NO	NO	NO	NO	SI	NO	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5268M1	POZO 369 ALBIA	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.36106	25.67098	2022	126.9	Media	430	Buena para riego	254.6	Excelente para riego	Potable - Dulce	3.46	Alta	<10	Potable - Suave	<1.1	Potable - Excelente	0.443	Potable - Excelente	0.487	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5270M1	POZO EL CANARIO	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.34812	25.59293	2022	146.9	Media	677	Buena para riego	452	Excelente para riego	Potable - Dulce	0.36	Baja	243.1	Potable - Dura	<1.1	Potable - Excelente	4.632	Potable - Excelente	0.03	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5271M1	POZO 501 VENECIA	CUENCAS CENTRALES DEL NORTE	DURANGO	GÓMEZ PALACIO	PRINCIPAL-REGION LAGUNERA	POZO	-103.34255	25.7712	2022	117.3	Media	435	Buena para riego	293	Excelente para riego	Potable - Dulce	0.95	Potable - Optima			<1.1	Potable - Excelente	1.921	Potable - Excelente	0.06	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	ND	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5273M1	POZO 1 EL CUIJE	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	MATAMOROS	PRINCIPAL-REGION LAGUNERA	POZO	-103.33905	25.69791	2022	104.5	Media	325	Buena para riego	211.4	Excelente para riego	Potable - Dulce	0.42	Media	78.9	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.716	Potable - Excelente	0.027	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
OCCCN5275M1	POZO CAMPO DE TIRO-STMV	CUENCAS CENTRALES DEL NORTE	COAHUILA DE ZARAGOZA	TORREÓN	PRINCIPAL-REGION LAGUNERA	POZO	-103.34386	25.41693	2022	181.7	Alta	1422	Permisible para riego	1004	Cultivos con manejo especial	Ligeramente salobres	0.93	Potable - Optima	444.5	Potable - Dura	<1.1	Potable - Excelente	13.353	No apta como FAAP	0.029	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002	Potable - Excelente	0.045	Potable - Excelente	Rojo	AS,NO3,	SI	SI	SI	SI	SI	SI	SI	NO	NO	SI	SI	SI	SI	SI	SI	1
