_id,latitudnorte,longitudoeste
65be16a76925a840ab8fa1b6,"26°53'10""","101°28'32"""
65be16a76925a840ab8fa1b7,"19°34'27""","99°5'56"""
65be16a76925a840ab8fa1b8,"18°52'12""","97°39'38"""
65be16a76925a840ab8fa1b9,"20°31'59""","100°27'33"""
65be16a76925a840ab8fa1ba,"20°28'37""","103°14'3"""
65be16a76925a840ab8fa1bb,"19°6'26""","97°52'45"""
65be16a76925a840ab8fa1bc,"19°9'0""","99°9'0"""
65be16a76925a840ab8fa1bd,"25°43'12""","100°17'6"""
65be16a76925a840ab8fa1be,"18°39'5""","91°50'27"""
65be16a76925a840ab8fa1bf,"19°27'0""","99°12'30"""
65be16a76925a840ab8fa1c0,"19°30'28""","98°7'2"""
65be16a76925a840ab8fa1c1,"22°20'14""","97°52'48"""
65be16a76925a840ab8fa1c2,"22°27'2""","97°57'57"""
65be16a76925a840ab8fa1c3,"20°41'22""","101°21'22"""
65be16a76925a840ab8fa1c4,"25°45'30""","100°35'30"""
65be16a76925a840ab8fa1c5,"20°39'40""","103°21'59"""
65be16a76925a840ab8fa1c6,"19°32'52""","99°12'9"""
65be16a76925a840ab8fa1c7,"19°34'3""","99°15'34"""
65be16a76925a840ab8fa1c8,"22°3'40""","100°53'20"""
65be16a76925a840ab8fa1c9,"20°25'4""","99°58'51"""
65be16a76925a840ab8fa1ca,"19°32'1""","99°3'39"""
65be16a76925a840ab8fa1cb,"18°50'23""","96°43'17"""
65be16a76925a840ab8fa1cc,"22°5'48""","100°37'38"""
65be16a76925a840ab8fa1cd,"25°47'31""","100°26'41"""
65be16a76925a840ab8fa1ce,"25°40'45""","100°26'29"""
65be16a76925a840ab8fa1cf,"25°58'21""","100°8'32"""
65be16a76925a840ab8fa1d0,"22°2'19""","100°55'0"""
65be16a76925a840ab8fa1d1,"25°42'15""","100°20'44"""
65be16a76925a840ab8fa1d2,"19°19'28""","99°5'58"""
65be16a76925a840ab8fa1d3,"20°33'40""","103°19'50"""
65be16a76925a840ab8fa1d4,"25°43'9""","100°30'49"""
65be16a76925a840ab8fa1d5,"19°31'0""","99°13'0"""
65be16a76925a840ab8fa1d6,"19°56'32""","97°18'8"""
65be16a76925a840ab8fa1d7,"19°30'14""","99°8'51"""
65be16a76925a840ab8fa1d8,"20°16'27""","98°57'15"""
65be16a76925a840ab8fa1d9,"31°37'24""","106°27'4"""
65be16a76925a840ab8fa1da,"20°30'25""","100°59'15"""
65be16a76925a840ab8fa1db,"19°17'12""","99°34'5"""
65be16a76925a840ab8fa1dc,"19°4'59""","98°10'5"""
65be16a76925a840ab8fa1dd,"19°4'59""","98°10'5"""
65be16a76925a840ab8fa1de,"17°23'58""","93°23'47"""
65be16a76925a840ab8fa1df,"22°20'38""","97°52'1"""
65be16a76925a840ab8fa1e0,"18°6'36""","94°29'18"""
65be16a76925a840ab8fa1e1,"18°0'59""","94°33'59"""
65be16a76925a840ab8fa1e2,"25°35'45""","100°54'26"""
65be16a76925a840ab8fa1e3,"18°54'36""","99°10'6"""
65be16a76925a840ab8fa1e4,"25°28'28""","100°59'48"""
65be16a76925a840ab8fa1e5,"26°4'45""","98°22'59"""
65be16a76925a840ab8fa1e6,"25°10'20""","98°21'24"""
65be16a76925a840ab8fa1e7,"25°26'43""","100°59'18"""
65be16a76925a840ab8fa1e8,"25°42'34""","100°13'13"""
65be16a76925a840ab8fa1e9,"27°24'48""","99°32'16"""
65be16a76925a840ab8fa1ea,"26°1'10""","98°13'27"""
65be16a76925a840ab8fa1eb,"29°1'11""","110°52'27"""
65be16a76925a840ab8fa1ec,"32°25'47""","116°53'41"""
65be16a76925a840ab8fa1ed,"17°59'9""","92°56'42"""
65be16a76925a840ab8fa1ee,"21°50'28""","102°9'39"""
65be16a76925a840ab8fa1ef,"19°18'59""","99°31'59"""
65be16a76925a840ab8fa1f0,"31°40'17""","106°30'1"""
65be16a76925a840ab8fa1f1,"27°25'5""","99°31'42"""
65be16a76925a840ab8fa1f2,"32°40'7""","115°24'51"""
65be16a76925a840ab8fa1f3,"25°29'48""","100°59'1"""
65be16a76925a840ab8fa1f4,"25°29'59""","100°58'59"""
65be16a76925a840ab8fa1f5,"22°9'10""","100°58'38"""
65be16a76925a840ab8fa1f6,"20°48'56""","100°26'18"""
65be16a76925a840ab8fa1f7,"19°32'55""","99°12'19"""
65be16a76925a840ab8fa1f8,"19°15'20""","99°37'22"""
65be16a76925a840ab8fa1f9,"25°29'38""","103°23'5"""
65be16a76925a840ab8fa1fa,"18°4'20""","96°8'13"""
65be16a76925a840ab8fa1fb,"26°1'39""","98°21'53"""
65be16a76925a840ab8fa1fc,"22°28'49""","97°53'8"""
65be16a76925a840ab8fa1fd,"19°42'17""","99°11'21"""
65be16a76925a840ab8fa1fe,"22°6'7""","100°53'37"""
65be16a76925a840ab8fa1ff,"25°50'27""","97°26'28"""
65be16a76925a840ab8fa200,"25°52'33""","97°32'32"""
65be16a76925a840ab8fa201,"19°51'48""","97°21'20"""
65be16a76925a840ab8fa202,"19°31'56""","99°6'59"""
65be16a76925a840ab8fa203,"20°38'7""","103°22'11"""
65be16a76925a840ab8fa204,"25°41'22""","100°16'55"""
65be16a76925a840ab8fa205,"25°43'3""","100°16'56"""
65be16a76925a840ab8fa206,"25°47'54""","97°47'7"""
65be16a76925a840ab8fa207,"19°39'26""","99°10'48"""
65be16a76925a840ab8fa208,"22°58'22""","102°42'27"""
65be16a76925a840ab8fa209,"32°28'54""","116°55'25"""
65be16a76925a840ab8fa20a,"27°29'26""","99°31'40"""
65be16a76925a840ab8fa20b,"21°52'18""","102°18'55"""
65be16a76925a840ab8fa20c,"28°43'13""","106°7'50"""
65be16a76925a840ab8fa20d,"32°40'4""","115°24'46"""
65be16a76925a840ab8fa20e,"19°29'15""","98°3'50"""
65be16a76925a840ab8fa20f,"19°33'31""","99°14'53"""
65be16a76925a840ab8fa210,"19°17'23""","99°31'43"""
65be16a76925a840ab8fa211,"31°44'57""","106°26'16"""
65be16a76925a840ab8fa212,"26°55'57""","101°28'23"""
65be16a76925a840ab8fa213,"24°3'16""","104°36'53"""
65be16a76925a840ab8fa214,"28°14'30""","106°50'3"""
65be16a76925a840ab8fa215,"28°23'55""","107°2'18"""
65be16a76925a840ab8fa216,"19°47'8""","98°33'6"""
65be16a76925a840ab8fa217,"22°13'45""","100°53'51"""
65be16a76925a840ab8fa218,"23°10'16""","102°52'57"""
65be16a76925a840ab8fa219,"23°11'47""","102°51'42"""
65be16a76925a840ab8fa21a,"22°45'13""","102°30'16"""
65be16a76925a840ab8fa21b,"19°22'9""","99°8'37"""
65be16a76925a840ab8fa21c,"20°36'53""","100°19'22"""
65be16a76925a840ab8fa21d,"21°49'57""","102°17'10"""
65be16a76925a840ab8fa21e,"19°29'55""","99°9'6"""
65be16a76925a840ab8fa21f,"19°31'42""","99°10'59"""
65be16a76925a840ab8fa220,"25°52'57""","97°33'4"""
65be16a76925a840ab8fa221,"26°2'47""","98°22'24"""
65be16a76925a840ab8fa222,"18°39'50""","93°20'59"""
65be16a76925a840ab8fa223,"18°39'0""","92°44'40"""
65be16a76925a840ab8fa224,"19°25'12""","102°6'31"""
65be16a76925a840ab8fa225,"25°28'7""","100°59'24"""
65be16a76925a840ab8fa226,"24°6'48""","104°33'22"""
65be16a76925a840ab8fa227,"32°28'13""","116°47'19"""
65be16a76925a840ab8fa228,"29°1'54""","110°53'58"""
65be16a76925a840ab8fa229,"25°30'31""","100°57'51"""
65be16a76925a840ab8fa22a,"20°31'18""","100°55'24"""
65be16a76925a840ab8fa22b,"25°42'3""","100°13'54"""
65be16a76925a840ab8fa22c,"25°35'45""","100°54'52"""
65be16a76925a840ab8fa22d,"19°1'35""","98°11'48"""
65be16a76925a840ab8fa22e,"25°30'29""","100°57'52"""
65be16a76925a840ab8fa22f,"20°30'57""","100°55'35"""
65be16a76925a840ab8fa230,"19°42'33""","101°7'36"""
65be16a76925a840ab8fa231,"19°5'40""","98°11'27"""
65be16a76925a840ab8fa232,"19°1'2""","98°11'37"""
65be16a76925a840ab8fa233,"19°33'4""","99°59'30"""
65be16a76925a840ab8fa234,"25°30'43""","100°57'46"""
65be16a76925a840ab8fa235,"25°40'23""","100°26'44"""
65be16a76925a840ab8fa236,"19°40'4""","99°13'10"""
65be16a76925a840ab8fa237,"25°52'47""","97°30'15"""
65be16a76925a840ab8fa238,"19°29'10""","99°11'10"""
65be16a76925a840ab8fa239,"25°39'43""","97°38'42"""
65be16a76925a840ab8fa23a,"19°33'59""","99°14'33"""
65be16a76925a840ab8fa23b,"16°14'10""","93°59'50"""
65be16a76925a840ab8fa23c,"19°17'37""","99°36'32"""
65be16a76925a840ab8fa23d,"19°17'53""","99°34'35"""
65be16a76925a840ab8fa23e,"20°52'15""","86°53'47"""
65be16a76925a840ab8fa23f,"21°7'31""","86°50'23"""
65be16a76925a840ab8fa240,"20°51'35""","86°54'29"""
65be16a76925a840ab8fa241,"21°12'59""","86°43'14"""
65be16a76925a840ab8fa242,"21°10'52""","86°53'48"""
65be16a76925a840ab8fa243,"21°11'42""","86°49'4"""
65be16a76925a840ab8fa244,"21°12'16""","86°49'41"""
65be16a76925a840ab8fa245,"21°8'18""","86°51'12"""
65be16a76925a840ab8fa246,"31°15'33""","110°57'27"""
65be16a76925a840ab8fa247,"21°6'12""","101°37'26"""
65be16a76925a840ab8fa248,"18°38'41""","91°51'37"""
65be16a76925a840ab8fa249,"19°18'29""","99°32'2"""
65be16a76925a840ab8fa24a,"25°45'19""","100°11'57"""
65be16a76925a840ab8fa24b,"32°40'10""","115°24'8"""
65be16a76925a840ab8fa24c,"25°53'24""","97°33'45"""
65be16a76925a840ab8fa24d,"20°33'15""","100°48'33"""
65be16a76925a840ab8fa24e,"25°27'0""","100°59'58"""
65be16a76925a840ab8fa24f,"19°21'27""","99°5'4"""
65be16a76925a840ab8fa250,"25°43'8""","100°17'34"""
65be16a76925a840ab8fa251,"31°35'40""","106°30'58"""
65be16a76925a840ab8fa252,"19°24'11""","99°16'17"""
65be16a76925a840ab8fa253,"19°3'47""","98°9'57"""
65be16a76925a840ab8fa254,"19°50'1""","101°46'12"""
65be16a76925a840ab8fa255,"25°45'59""","100°7'21"""
65be16a76925a840ab8fa256,"19°23'45""","98°3'45"""
65be16a76925a840ab8fa257,"28°38'0""","106°4'0"""
65be16a76925a840ab8fa258,"20°37'19""","100°26'9"""
65be16a76925a840ab8fa259,"19°31'24""","99°7'16"""
65be16a76925a840ab8fa25a,"19°34'11""","99°9'9"""
65be16a76925a840ab8fa25b,"20°30'18""","100°8'29"""
65be16a76925a840ab8fa25c,"20°37'58""","100°20'18"""
65be16a76925a840ab8fa25d,"18°58'15""","103°52'8"""
65be16a76925a840ab8fa25e,"19°28'12""","99°13'35"""
65be16a76925a840ab8fa25f,"20°37'33""","101°17'36"""
65be16a76925a840ab8fa260,"19°14'47""","98°52'43"""
65be16a76925a840ab8fa261,"21°6'12""","101°37'26"""
65be16a76925a840ab8fa262,"25°46'18""","100°9'46"""
65be16a76925a840ab8fa263,"19°17'45""","99°31'39"""
65be16a76925a840ab8fa264,"25°50'25""","97°25'54"""
65be16a76925a840ab8fa265,"25°50'6""","97°25'51"""
65be16a76925a840ab8fa266,"19°21'48""","99°16'0"""
65be16a76925a840ab8fa267,"19°21'29""","99°20'57"""
65be16a76925a840ab8fa268,"20°40'35""","102°20'2"""
65be16a76925a840ab8fa269,"25°43'14""","99°55'26"""
65be16a76925a840ab8fa26a,"25°42'27""","100°16'39"""
65be16a76925a840ab8fa26b,"17°41'16""","99°40'48"""
65be16a76925a840ab8fa26c,"25°42'45""","103°39'16"""
65be16a76925a840ab8fa26d,"19°31'19""","99°12'4"""
65be16a76925a840ab8fa26e,"20°29'32""","103°13'28"""
65be16a76925a840ab8fa26f,"22°4'3""","102°16'36"""
65be16a76925a840ab8fa270,"22°13'59""","97°53'59"""
65be16a76925a840ab8fa271,"25°54'7""","100°13'57"""
65be16a76925a840ab8fa272,"19°10'10""","98°22'55"""
65be16a76925a840ab8fa273,"20°47'13""","86°56'22"""
65be16a76925a840ab8fa274,"19°17'11""","99°32'2"""
65be16a76925a840ab8fa275,"22°20'42""","97°52'8"""
65be16a76925a840ab8fa276,"19°24'24""","98°3'36"""
65be16a76925a840ab8fa277,"19°30'8""","99°6'17"""
65be16a76925a840ab8fa278,"18°2'54""","94°35'41"""
65be16a76925a840ab8fa279,"25°32'20""","103°21'56"""
65be16a76925a840ab8fa27a,"28°40'11""","106°5'8"""
65be16a76925a840ab8fa27b,"17°59'58""","93°0'7"""
65be16a76925a840ab8fa27c,"20°28'48""","96°57'0"""
65be16a76925a840ab8fa27d,"26°2'12""","98°25'37"""
65be16a76925a840ab8fa27e,"19°20'56""","99°4'36"""
65be16a76925a840ab8fa27f,"20°27'11""","87°16'23"""
65be16a76925a840ab8fa280,"32°32'40""","116°45'41"""
65be16a76925a840ab8fa281,"25°40'31""","100°24'11"""
65be16a76925a840ab8fa282,"25°40'25""","100°27'1"""
65be16a76925a840ab8fa283,"19°26'3""","99°10'17"""
65be16a76925a840ab8fa284,"25°14'25""","101°9'41"""
65be16a76925a840ab8fa285,"25°44'46""","100°31'46"""
65be16a76925a840ab8fa286,"19°26'38""","99°13'33"""
65be16a76925a840ab8fa287,"22°29'44""","97°54'13"""
65be16a76925a840ab8fa288,"25°48'20""","100°12'38"""
65be16a76925a840ab8fa289,"25°40'0""","100°19'0"""
65be16a76925a840ab8fa28a,"29°20'26""","101°1'56"""
65be16a76925a840ab8fa28b,"19°42'50""","99°13'59"""
65be16a76925a840ab8fa28c,"22°7'24""","100°55'7"""
65be16a76925a840ab8fa28d,"19°3'14""","98°12'8"""
65be16a76925a840ab8fa28e,"20°30'57""","103°14'50"""
65be16a76925a840ab8fa28f,"19°39'1""","99°11'46"""
65be16a76925a840ab8fa290,"25°51'3""","99°57'57"""
65be16a76925a840ab8fa291,"20°28'21""","86°57'31"""
65be16a76925a840ab8fa292,"20°50'28""","97°14'26"""
65be16a76925a840ab8fa293,"19°21'36""","99°17'59"""
65be16a76925a840ab8fa294,"21°14'47""","100°36'32"""
65be16a76925a840ab8fa295,"32°36'24""","115°33'13"""
65be16a76925a840ab8fa296,"32°35'8""","115°35'27"""
65be16a76925a840ab8fa297,"32°36'8""","115°37'39"""
65be16a76925a840ab8fa298,"17°56'20""","91°44'0"""
65be16a76925a840ab8fa299,"19°36'29""","99°3'10"""
65be16a76925a840ab8fa29a,"19°29'59""","99°14'53"""
65be16a76925a840ab8fa29b,"31°59'32""","116°50'38"""
65be16a76925a840ab8fa29c,"18°52'12""","99°10'15"""
65be16a76925a840ab8fa29d,"25°44'59""","100°25'59"""
65be16a76925a840ab8fa29e,"21°41'55""","102°14'58"""
65be16a76925a840ab8fa29f,"20°51'38""","99°58'41"""
65be16a76925a840ab8fa2a0,"16°53'21""","99°49'48"""
65be16a76925a840ab8fa2a1,"17°39'2""","92°26'42"""
65be16a76925a840ab8fa2a2,"19°13'43""","103°42'41"""
65be16a76925a840ab8fa2a3,"25°36'32""","100°52'31"""
65be16a76925a840ab8fa2a4,"18°59'4""","103°52'26"""
65be16a76925a840ab8fa2a5,"19°59'19""","99°11'10"""
65be16a76925a840ab8fa2a6,"18°52'2""","97°2'25"""
65be16a76925a840ab8fa2a7,"20°54'53""","89°42'17"""
65be16a76925a840ab8fa2a8,"25°59'56""","98°12'2"""
65be16a76925a840ab8fa2a9,"25°44'44""","100°13'38"""
65be16a76925a840ab8fa2aa,"20°37'0""","103°20'46"""
65be16a76925a840ab8fa2ab,"19°24'39""","102°3'12"""
65be16a76925a840ab8fa2ac,"18°30'43""","92°17'5"""
65be16a76925a840ab8fa2ad,"31°41'35""","106°25'48"""
65be16a76925a840ab8fa2ae,"24°4'9""","104°36'26"""
65be16a76925a840ab8fa2af,"25°33'22""","103°27'55"""
65be16a76925a840ab8fa2b0,"19°20'39""","98°57'45"""
65be16a76925a840ab8fa2b1,"19°26'1""","98°6'1"""
65be16a76925a840ab8fa2b2,"25°45'34""","100°34'6"""
65be16a76925a840ab8fa2b3,"25°53'45""","100°13'24"""
65be16a76925a840ab8fa2b4,"20°33'17""","100°48'5"""
65be16a76925a840ab8fa2b5,"25°53'46""","100°14'26"""
65be16a76925a840ab8fa2b6,"22°3'17""","100°52'42"""
65be16a76925a840ab8fa2b7,"32°27'36""","116°52'32"""
65be16a76925a840ab8fa2b8,"25°47'59""","109°0'46"""
65be16a76925a840ab8fa2b9,"20°32'18""","100°27'21"""
65be16a76925a840ab8fa2ba,"19°4'59""","98°8'59"""
65be16a76925a840ab8fa2bb,"20°25'13""","103°14'47"""
65be16a76925a840ab8fa2bc,"19°37'26""","99°10'20"""
65be16a76925a840ab8fa2bd,"32°27'13""","116°59'5"""
65be16a76925a840ab8fa2be,"26°1'43""","98°12'37"""
65be16a76925a840ab8fa2bf,"19°38'52""","99°9'18"""
65be16a76925a840ab8fa2c0,"19°28'11""","99°13'25"""
65be16a76925a840ab8fa2c1,"19°28'11""","99°13'25"""
65be16a76925a840ab8fa2c2,"19°21'17""","99°6'10"""
65be16a76925a840ab8fa2c3,"25°46'8""","100°10'2"""
65be16a76925a840ab8fa2c4,"28°26'20""","106°53'20"""
65be16a76925a840ab8fa2c5,"20°29'2""","103°27'24"""
65be16a76925a840ab8fa2c6,"19°20'33""","99°8'36"""
65be16a76925a840ab8fa2c7,"20°54'53""","89°43'4"""
65be16a76925a840ab8fa2c8,"25°35'22""","100°54'47"""
65be16a76925a840ab8fa2c9,"19°38'11""","99°9'53"""
65be16a76925a840ab8fa2ca,"25°44'13""","100°12'44"""
65be16a76925a840ab8fa2cb,"18°54'43""","99°10'53"""
65be16a76925a840ab8fa2cc,"25°31'41""","103°21'39"""
65be16a76925a840ab8fa2cd,"25°48'28""","100°21'10"""
65be16a76925a840ab8fa2ce,"19°31'11""","99°12'32"""
65be16a76925a840ab8fa2cf,"22°14'14""","98°1'17"""
65be16a76925a840ab8fa2d0,"25°46'15""","100°9'50"""
65be16a76925a840ab8fa2d1,"20°58'15""","97°24'30"""
65be16a76925a840ab8fa2d2,"20°24'22""","103°1'32"""
65be16a76925a840ab8fa2d3,"25°14'6""","99°48'30"""
65be16a76925a840ab8fa2d4,"20°55'36""","100°23'11"""
65be16a76925a840ab8fa2d5,"19°59'59""","99°19'59"""
65be16a76925a840ab8fa2d6,"27°1'48""","101°51'11"""
65be16a76925a840ab8fa2d7,"19°29'1""","99°11'1"""
65be16a76925a840ab8fa2d8,"19°25'23""","98°53'39"""
65be16a76925a840ab8fa2d9,"19°38'57""","99°11'44"""
65be16a76925a840ab8fa2da,"25°42'49""","100°16'56"""
65be16a76925a840ab8fa2db,"25°43'0""","100°16'52"""
65be16a76925a840ab8fa2dc,"25°46'9""","100°8'59"""
65be16a76925a840ab8fa2dd,"20°49'58""","100°25'26"""
65be16a76925a840ab8fa2de,"26°2'20""","98°13'40"""
65be16a76925a840ab8fa2df,"25°43'56""","100°14'47"""
65be16a76925a840ab8fa2e0,"32°35'11""","115°24'10"""
65be16a76925a840ab8fa2e1,"31°37'43""","106°21'1"""
65be16a76925a840ab8fa2e2,"20°32'16""","103°15'37"""
65be16a76925a840ab8fa2e3,"20°39'34""","100°24'14"""
65be16a76925a840ab8fa2e4,"19°31'21""","99°6'1"""
65be16a76925a840ab8fa2e5,"20°29'5""","103°27'24"""
65be16a76925a840ab8fa2e6,"19°32'20""","99°11'39"""
65be16a76925a840ab8fa2e7,"25°45'59""","100°17'53"""
65be16a76925a840ab8fa2e8,"19°32'7""","99°12'28"""
65be16a76925a840ab8fa2e9,"19°7'52""","103°22'14"""
65be16a76925a840ab8fa2ea,"19°12'35""","103°26'35"""
65be16a76925a840ab8fa2eb,"19°15'13""","103°31'46"""
65be16a76925a840ab8fa2ec,"18°57'41""","103°53'26"""
65be16a76925a840ab8fa2ed,"18°37'22""","103°28'33"""
65be16a76925a840ab8fa2ee,"22°14'19""","97°52'44"""
65be16a76925a840ab8fa2ef,"25°42'10""","100°31'40"""
65be16a76925a840ab8fa2f0,"19°1'18""","104°18'58"""
65be16a76925a840ab8fa2f1,"19°30'20""","99°10'25"""
65be16a76925a840ab8fa2f2,"31°40'50""","106°25'56"""
65be16a76925a840ab8fa2f3,"20°37'46""","100°25'30"""
65be16a76925a840ab8fa2f4,"20°28'36""","99°56'40"""
65be16a76925a840ab8fa2f5,"19°58'50""","99°15'21"""
65be16a76925a840ab8fa2f6,"19°33'5""","99°3'2"""
65be16a76925a840ab8fa2f7,"20°31'44""","100°48'54"""
65be16a76925a840ab8fa2f8,"19°20'7""","99°16'12"""
65be16a76925a840ab8fa2f9,"21°52'15""","102°19'51"""
65be16a76925a840ab8fa2fa,"26°0'34""","98°13'9"""
65be16a76925a840ab8fa2fb,"25°52'24""","97°31'21"""
65be16a76925a840ab8fa2fc,"27°57'40""","114°3'13"""
65be16a76925a840ab8fa2fd,"24°41'16""","107°26'16"""
65be16a76925a840ab8fa2fe,"19°12'13""","98°24'2"""
65be16a76925a840ab8fa2ff,"20°50'51""","97°14'38"""
65be16a76925a840ab8fa300,"25°42'38""","100°19'42"""
65be16a76925a840ab8fa301,"25°59'50""","98°11'32"""
65be16a76925a840ab8fa302,"19°23'36""","99°11'28"""
65be16a76925a840ab8fa303,"22°5'1""","100°52'30"""
65be16a76925a840ab8fa304,"19°29'31""","97°16'16"""
65be16a76925a840ab8fa305,"20°49'13""","100°26'6"""
65be16a76925a840ab8fa306,"25°45'43""","100°11'49"""
65be16a76925a840ab8fa307,"25°42'37""","100°36'36"""
65be16a76925a840ab8fa308,"22°44'49""","102°34'53"""
65be16a76925a840ab8fa309,"26°1'22""","98°4'59"""
65be16a76925a840ab8fa30a,"19°30'37""","99°8'59"""
65be16a76925a840ab8fa30b,"19°12'1""","96°13'48"""
65be16a76925a840ab8fa30c,"19°29'54""","99°15'15"""
65be16a76925a840ab8fa30d,"19°37'5""","99°10'9"""
65be16a76925a840ab8fa30e,"21°3'43""","101°41'5"""
65be16a76925a840ab8fa30f,"19°40'3""","99°11'8"""
65be16a76925a840ab8fa310,"19°6'31""","98°13'44"""
65be16a76925a840ab8fa311,"21°3'26""","100°29'15"""
65be16a76925a840ab8fa312,"19°31'43""","98°55'27"""
65be16a76925a840ab8fa313,"19°18'25""","99°32'8"""
65be16a76925a840ab8fa314,"32°27'59""","116°59'59"""
65be16a76925a840ab8fa315,"19°21'3""","99°6'18"""
65be16a76925a840ab8fa316,"20°38'14""","103°19'46"""
65be16a76925a840ab8fa317,"25°35'15""","103°23'41"""
65be16a76925a840ab8fa318,"22°3'0""","98°11'0"""
65be16a76925a840ab8fa319,"21°49'59""","102°16'57"""
65be16a76925a840ab8fa31a,"25°40'24""","100°26'42"""
65be16a76925a840ab8fa31b,"25°35'34""","100°54'16"""
65be16a76925a840ab8fa31c,"20°47'59""","101°21'2"""
65be16a76925a840ab8fa31d,"25°44'53""","100°11'38"""
65be16a76925a840ab8fa31e,"32°31'30""","116°41'27"""
65be16a76925a840ab8fa31f,"19°32'52""","99°13'11"""
65be16a76925a840ab8fa320,"22°27'10""","97°53'54"""
65be16a76925a840ab8fa321,"25°48'2""","100°21'4"""
65be16a76925a840ab8fa322,"29°1'53""","110°53'49"""
65be16a76925a840ab8fa323,"20°26'18""","103°31'6"""
65be16a76925a840ab8fa324,"25°43'8""","100°17'22"""
65be16a76925a840ab8fa325,"26°0'0""","98°11'55"""
65be16a76925a840ab8fa326,"26°0'5""","98°11'51"""
65be16a76925a840ab8fa327,"20°44'0""","100°27'0"""
65be16a76925a840ab8fa328,"19°14'29""","99°39'52"""
65be16a76925a840ab8fa329,"19°17'49""","98°23'53"""
65be16a76925a840ab8fa32a,"25°38'59""","100°20'59"""
65be16a76925a840ab8fa32b,"19°21'19""","99°6'17"""
65be16a76925a840ab8fa32c,"22°9'0""","100°58'0"""
65be16a76925a840ab8fa32d,"22°7'44""","100°49'44"""
65be16a76925a840ab8fa32e,"19°42'4""","99°12'42"""
65be16a76925a840ab8fa32f,"20°37'52""","100°25'14"""
65be16a76925a840ab8fa330,"30°59'59""","110°27'59"""
65be16a76925a840ab8fa331,"18°7'21""","94°22'23"""
65be16a76925a840ab8fa332,"20°24'59""","100°46'59"""
65be16a76925a840ab8fa333,"22°35'51""","99°1'40"""
65be16a76925a840ab8fa334,"19°17'50""","99°36'25"""
65be16a76925a840ab8fa335,"18°52'47""","99°3'8"""
65be16a76925a840ab8fa336,"18°32'44""","96°23'5"""
65be16a76925a840ab8fa337,"19°51'3""","99°12'49"""
65be16a76925a840ab8fa338,"22°3'45""","102°16'29"""
65be16a76925a840ab8fa339,"19°17'44""","99°31'47"""
65be16a76925a840ab8fa33a,"18°1'25""","94°35'30"""
65be16a76925a840ab8fa33b,"19°31'31""","99°4'30"""
65be16a76925a840ab8fa33c,"29°5'58""","111°5'54"""
65be16a76925a840ab8fa33d,"32°28'50""","117°2'12"""
65be16a76925a840ab8fa33e,"28°59'42""","110°54'15"""
65be16a76925a840ab8fa33f,"20°49'4""","100°26'39"""
65be16a76925a840ab8fa340,"32°26'59""","116°53'11"""
65be16a76925a840ab8fa341,"20°55'12""","89°41'45"""
65be16a76925a840ab8fa342,"24°13'45""","104°28'46"""
65be16a76925a840ab8fa343,"31°18'34""","109°32'48"""
65be16a76925a840ab8fa344,"19°19'30""","99°5'10"""
65be16a76925a840ab8fa345,"25°31'39""","103°26'9"""
65be16a76925a840ab8fa346,"19°19'27""","99°5'6"""
65be16a76925a840ab8fa347,"19°18'31""","99°31'54"""
65be16a76925a840ab8fa348,"25°39'17""","103°25'33"""
65be16a76925a840ab8fa349,"20°56'13""","97°14'57"""
65be16a76925a840ab8fa34a,"20°56'59""","97°20'47"""
65be16a76925a840ab8fa34b,"25°40'49""","100°25'59"""
65be16a76925a840ab8fa34c,"25°45'27""","100°32'22"""
65be16a76925a840ab8fa34d,"25°45'27""","100°32'22"""
65be16a76925a840ab8fa34e,"32°29'32""","116°56'55"""
65be16a76925a840ab8fa34f,"25°31'39""","100°57'1"""
65be16a76925a840ab8fa350,"25°32'24""","100°56'20"""
65be16a76925a840ab8fa351,"19°31'22""","99°7'21"""
65be16a76925a840ab8fa352,"26°3'41""","98°21'55"""
65be16a76925a840ab8fa353,"18°52'9""","97°3'5"""
65be16a76925a840ab8fa354,"28°59'33""","110°54'10"""
65be16a76925a840ab8fa355,"19°17'59""","99°34'25"""
65be16a76925a840ab8fa356,"20°44'45""","103°25'17"""
65be16a76925a840ab8fa357,"19°9'20""","98°58'17"""
65be16a76925a840ab8fa358,"18°31'30""","98°35'25"""
65be16a76925a840ab8fa359,"21°50'5""","102°16'58"""
65be16a76925a840ab8fa35a,"25°35'25""","103°24'3"""
65be16a76925a840ab8fa35b,"19°23'53""","99°6'13"""
65be16a76925a840ab8fa35c,"32°31'26""","115°24'51"""
65be16a76925a840ab8fa35d,"22°59'59""","100°54'35"""
65be16a76925a840ab8fa35e,"19°29'32""","98°3'4"""
65be16a76925a840ab8fa35f,"18°53'5""","96°47'15"""
65be16a76925a840ab8fa360,"18°22'16""","95°44'34"""
65be16a76925a840ab8fa361,"32°33'57""","115°25'29"""
65be16a76925a840ab8fa362,"19°6'59""","98°10'45"""
65be16a76925a840ab8fa363,"19°30'55""","99°4'28"""
65be16a76925a840ab8fa364,"19°30'56""","99°4'59"""
65be16a76925a840ab8fa365,"31°42'59""","106°27'52"""
65be16a76925a840ab8fa366,"19°15'2""","98°12'12"""
65be16a76925a840ab8fa367,"19°37'45""","99°4'52"""
65be16a76925a840ab8fa368,"21°50'26""","102°16'45"""
65be16a76925a840ab8fa369,"21°57'45""","102°17'30"""
65be16a76925a840ab8fa36a,"20°43'45""","103°29'36"""
